step,R0.7,R0.6
6528.0,0.73,0.72
6529.0,0.73,0.73
6530.0,0.74,0.72
6531.0,0.74,0.73
6532.0,0.74,0.71
6533.0,0.74,0.72
6534.0,0.74,0.71
6535.0,0.74,0.72
6536.0,0.74,0.72
6537.0,0.74,0.72
6538.0,0.74,0.72
6539.0,0.74,0.73
6540.0,0.74,0.72
6541.0,0.73,0.73
6542.0,0.74,0.72
6543.0,0.73,0.72
6544.0,0.74,0.71
6545.0,0.74,0.72
6546.0,0.74,0.72
6547.0,0.74,0.73
6548.0,0.73,0.71
6549.0,0.74,0.72
6550.0,0.74,0.72
6551.0,0.74,0.72
6552.0,0.74,0.72
6553.0,0.73,0.73
6554.0,0.73,0.72
6555.0,0.73,0.72
6556.0,0.74,0.72
6557.0,0.73,0.72
6558.0,0.73,0.71
6559.0,0.74,0.73
6560.0,0.74,0.72
6561.0,0.74,0.73
6562.0,0.74,0.72
6563.0,0.73,0.73
6564.0,0.73,0.72
6565.0,0.74,0.72
6566.0,0.74,0.72
6567.0,0.74,0.73
6568.0,0.74,0.72
6569.0,0.74,0.72
6570.0,0.74,0.72
6571.0,0.74,0.72
6572.0,0.74,0.72
6573.0,0.74,0.72
6574.0,0.74,0.71
6575.0,0.74,0.73
6576.0,0.74,0.71
6577.0,0.73,0.72
6578.0,0.74,0.72
6579.0,0.73,0.72
6580.0,0.73,0.72
6581.0,0.74,0.73
6582.0,0.74,0.72
6583.0,0.73,0.73
6584.0,0.74,0.71
6585.0,0.74,0.72
6586.0,0.73,0.71
6587.0,0.74,0.72
6588.0,0.73,0.72
6589.0,0.73,0.73
6590.0,0.73,0.71
6591.0,0.73,0.73
6592.0,0.73,0.71
6593.0,0.74,0.73
6594.0,0.73,0.71
6595.0,0.74,0.72
6596.0,0.74,0.72
6597.0,0.73,0.73
6598.0,0.74,0.72
6599.0,0.74,0.73
6600.0,0.73,0.71
6601.0,0.74,0.72
6602.0,0.74,0.71
6603.0,0.73,0.72
6604.0,0.74,0.71
6605.0,0.73,0.72
6606.0,0.74,0.71
6607.0,0.74,0.73
6608.0,0.73,0.71
6609.0,0.74,0.72
6610.0,0.74,0.71
6611.0,0.73,0.73
6612.0,0.74,0.72
6613.0,0.74,0.73
6614.0,0.74,0.72
6615.0,0.74,0.73
6616.0,0.73,0.72
6617.0,0.73,0.72
6618.0,0.73,0.72
6619.0,0.73,0.73
6620.0,0.74,0.71
6621.0,0.73,0.72
6622.0,0.74,0.71
6623.0,0.74,0.73
6624.0,0.74,0.71
6625.0,0.74,0.73
6626.0,0.74,0.72
6627.0,0.73,0.72
6628.0,0.73,0.72
6629.0,0.74,0.73
6630.0,0.73,0.72
6631.0,0.74,0.73
6632.0,0.74,0.71
6633.0,0.73,0.72
6634.0,0.73,0.72
6635.0,0.74,0.72
6636.0,0.73,0.72
6637.0,0.74,0.73
6638.0,0.74,0.72
6639.0,0.74,0.73
6640.0,0.73,0.71
6641.0,0.73,0.72
6642.0,0.73,0.71
6643.0,0.73,0.72
6644.0,0.73,0.72
6645.0,0.73,0.73
6646.0,0.73,0.71
6647.0,0.74,0.72
6648.0,0.74,0.72
6649.0,0.74,0.72
6650.0,0.74,0.71
6651.0,0.74,0.73
6652.0,0.73,0.71
6653.0,0.74,0.72
6654.0,0.73,0.71
6655.0,0.74,0.73
6656.0,0.74,0.72
6657.0,0.74,0.72
6658.0,0.74,0.72
6659.0,0.73,0.73
6660.0,0.74,0.71
6661.0,0.74,0.73
6662.0,0.73,0.72
6663.0,0.73,0.73
6664.0,0.74,0.72
6665.0,0.73,0.73
6666.0,0.73,0.72
6667.0,0.73,0.72
6668.0,0.73,0.71
6669.0,0.74,0.73
6670.0,0.73,0.71
6671.0,0.73,0.72
6672.0,0.74,0.71
6673.0,0.74,0.73
6674.0,0.73,0.71
6675.0,0.74,0.72
6676.0,0.73,0.71
6677.0,0.73,0.72
6678.0,0.74,0.72
6679.0,0.74,0.72
6680.0,0.73,0.72
6681.0,0.73,0.73
6682.0,0.73,0.72
6683.0,0.73,0.73
6684.0,0.74,0.71
6685.0,0.73,0.73
6686.0,0.73,0.72
6687.0,0.73,0.72
6688.0,0.74,0.72
6689.0,0.74,0.72
6690.0,0.74,0.71
6691.0,0.74,0.72
6692.0,0.73,0.71
6693.0,0.74,0.72
6694.0,0.74,0.71
6695.0,0.73,0.72
6696.0,0.73,0.72
6697.0,0.73,0.72
6698.0,0.74,0.72
6699.0,0.73,0.72
6700.0,0.74,0.71
6701.0,0.74,0.72
6702.0,0.73,0.72
6703.0,0.73,0.72
6704.0,0.73,0.71
6705.0,0.73,0.72
6706.0,0.74,0.71
6707.0,0.74,0.72
6708.0,0.73,0.72
6709.0,0.74,0.73
6710.0,0.73,0.71
6711.0,0.73,0.73
6712.0,0.74,0.72
6713.0,0.74,0.73
6714.0,0.74,0.72
6715.0,0.74,0.72
6716.0,0.74,0.72
6717.0,0.73,0.72
6718.0,0.74,0.72
6719.0,0.73,0.73
6720.0,0.73,0.72
6721.0,0.73,0.72
6722.0,0.74,0.72
6723.0,0.73,0.73
6724.0,0.74,0.72
6725.0,0.74,0.73
6726.0,0.74,0.71
6727.0,0.74,0.72
6728.0,0.74,0.72
6729.0,0.74,0.73
6730.0,0.74,0.71
6731.0,0.74,0.72
6732.0,0.74,0.71
6733.0,0.74,0.72
6734.0,0.73,0.71
6735.0,0.73,0.73
6736.0,0.74,0.71
6737.0,0.73,0.72
6738.0,0.74,0.72
6739.0,0.74,0.73
6740.0,0.74,0.72
6741.0,0.74,0.73
6742.0,0.73,0.71
6743.0,0.74,0.72
6744.0,0.73,0.72
6745.0,0.73,0.73
6746.0,0.74,0.71
6747.0,0.73,0.73
6748.0,0.74,0.72
6749.0,0.73,0.72
6750.0,0.74,0.71
6751.0,0.73,0.72
6752.0,0.73,0.71
6753.0,0.74,0.72
6754.0,0.74,0.71
6755.0,0.74,0.72
6756.0,0.73,0.72
6757.0,0.74,0.72
6758.0,0.73,0.72
6759.0,0.74,0.73
6760.0,0.73,0.71
6761.0,0.73,0.72
6762.0,0.73,0.71
6763.0,0.73,0.73
6764.0,0.73,0.71
6765.0,0.73,0.73
6766.0,0.73,0.72
6767.0,0.73,0.73
6768.0,0.73,0.72
6769.0,0.74,0.73
6770.0,0.73,0.71
6771.0,0.74,0.72
6772.0,0.74,0.72
6773.0,0.73,0.72
6774.0,0.73,0.71
6775.0,0.73,0.72
6776.0,0.74,0.72
6777.0,0.74,0.72
6778.0,0.74,0.72
6779.0,0.74,0.72
6780.0,0.74,0.71
6781.0,0.73,0.72
6782.0,0.74,0.72
6783.0,0.73,0.72
6784.0,0.74,0.72
6785.0,0.73,0.73
6786.0,0.74,0.71
6787.0,0.73,0.73
6788.0,0.73,0.72
6789.0,0.73,0.72
6790.0,0.73,0.72
6791.0,0.73,0.72
6792.0,0.74,0.71
6793.0,0.73,0.72
6794.0,0.74,0.72
6795.0,0.73,0.72
6796.0,0.74,0.71
6797.0,0.73,0.72
6798.0,0.73,0.71
6799.0,0.74,0.73
6800.0,0.73,0.71
6801.0,0.73,0.72
6802.0,0.74,0.71
6803.0,0.73,0.73
6804.0,0.73,0.71
6805.0,0.74,0.72
6806.0,0.74,0.71
6807.0,0.73,0.72
6808.0,0.74,0.71
6809.0,0.73,0.72
6810.0,0.73,0.71
6811.0,0.73,0.72
6812.0,0.73,0.71
6813.0,0.74,0.73
6814.0,0.74,0.72
6815.0,0.74,0.73
6816.0,0.74,0.71
6817.0,0.74,0.73
6818.0,0.73,0.72
6819.0,0.73,0.73
6820.0,0.74,0.72
6821.0,0.73,0.72
6822.0,0.74,0.71
6823.0,0.73,0.72
6824.0,0.73,0.71
6825.0,0.74,0.72
6826.0,0.74,0.72
6827.0,0.73,0.73
6828.0,0.73,0.71
6829.0,0.74,0.73
6830.0,0.73,0.71
6831.0,0.74,0.72
6832.0,0.74,0.72
6833.0,0.74,0.72
6834.0,0.73,0.72
6835.0,0.74,0.73
6836.0,0.74,0.72
6837.0,0.74,0.73
6838.0,0.73,0.71
6839.0,0.74,0.72
6840.0,0.74,0.71
6841.0,0.74,0.73
6842.0,0.73,0.72
6843.0,0.74,0.73
6844.0,0.74,0.72
6845.0,0.74,0.72
6846.0,0.73,0.71
6847.0,0.73,0.73
6848.0,0.73,0.72
6849.0,0.74,0.72
6850.0,0.74,0.72
6851.0,0.74,0.73
6852.0,0.73,0.71
6853.0,0.74,0.72
6854.0,0.74,0.72
6855.0,0.74,0.73
6856.0,0.73,0.72
6857.0,0.73,0.72
6858.0,0.73,0.72
6859.0,0.74,0.73
6860.0,0.73,0.71
6861.0,0.73,0.73
6862.0,0.74,0.71
6863.0,0.74,0.73
6864.0,0.73,0.72
6865.0,0.73,0.73
6866.0,0.73,0.72
6867.0,0.74,0.73
6868.0,0.73,0.72
6869.0,0.73,0.72
6870.0,0.73,0.72
6871.0,0.73,0.73
6872.0,0.74,0.72
6873.0,0.74,0.72
6874.0,0.73,0.71
6875.0,0.74,0.72
6876.0,0.74,0.72
6877.0,0.73,0.72
6878.0,0.73,0.72
6879.0,0.74,0.73
6880.0,0.73,0.72
6881.0,0.73,0.73
6882.0,0.74,0.72
6883.0,0.74,0.73
6884.0,0.74,0.71
6885.0,0.74,0.73
6886.0,0.73,0.71
6887.0,0.74,0.73
6888.0,0.73,0.71
6889.0,0.74,0.72
6890.0,0.74,0.72
6891.0,0.73,0.72
6892.0,0.74,0.72
6893.0,0.74,0.73
6894.0,0.73,0.71
6895.0,0.74,0.73
6896.0,0.73,0.72
6897.0,0.73,0.73
6898.0,0.73,0.71
6899.0,0.74,0.72
6900.0,0.73,0.72
6901.0,0.73,0.73
6902.0,0.73,0.72
6903.0,0.74,0.73
6904.0,0.73,0.71
6905.0,0.74,0.72
6906.0,0.74,0.71
6907.0,0.74,0.72
6908.0,0.74,0.71
6909.0,0.73,0.72
6910.0,0.73,0.72
6911.0,0.74,0.73
6912.0,0.73,0.71
6913.0,0.73,0.72
6914.0,0.74,0.72
6915.0,0.73,0.72
6916.0,0.74,0.71
6917.0,0.74,0.72
6918.0,0.74,0.71
6919.0,0.73,0.73
6920.0,0.73,0.72
6921.0,0.73,0.73
6922.0,0.74,0.71
6923.0,0.74,0.73
6924.0,0.73,0.72
6925.0,0.74,0.72
6926.0,0.74,0.72
6927.0,0.73,0.72
6928.0,0.74,0.71
6929.0,0.74,0.73
6930.0,0.74,0.72
6931.0,0.74,0.72
6932.0,0.74,0.71
6933.0,0.74,0.72
6934.0,0.74,0.72
6935.0,0.74,0.72
6936.0,0.74,0.72
6937.0,0.74,0.72
6938.0,0.73,0.71
6939.0,0.73,0.72
6940.0,0.74,0.71
6941.0,0.74,0.73
6942.0,0.73,0.71
6943.0,0.74,0.73
6944.0,0.73,0.71
6945.0,0.74,0.72
6946.0,0.74,0.72
6947.0,0.73,0.72
6948.0,0.73,0.72
6949.0,0.73,0.73
6950.0,0.73,0.72
6951.0,0.74,0.73
6952.0,0.73,0.72
6953.0,0.73,0.73
6954.0,0.73,0.72
6955.0,0.74,0.73
6956.0,0.74,0.72
6957.0,0.74,0.73
6958.0,0.73,0.71
6959.0,0.73,0.73
6960.0,0.73,0.72
6961.0,0.74,0.72
6962.0,0.73,0.71
6963.0,0.73,0.73
6964.0,0.74,0.71
6965.0,0.73,0.72
6966.0,0.74,0.72
6967.0,0.73,0.72
6968.0,0.73,0.71
6969.0,0.73,0.73
6970.0,0.73,0.71
6971.0,0.73,0.72
6972.0,0.73,0.71
6973.0,0.74,0.72
6974.0,0.73,0.71
6975.0,0.73,0.73
6976.0,0.74,0.71
6977.0,0.74,0.73
6978.0,0.73,0.72
6979.0,0.73,0.73
6980.0,0.73,0.71
6981.0,0.73,0.72
6982.0,0.73,0.72
6983.0,0.74,0.73
6984.0,0.74,0.71
6985.0,0.74,0.73
6986.0,0.74,0.71
6987.0,0.73,0.72
6988.0,0.73,0.72
6989.0,0.74,0.72
6990.0,0.74,0.72
6991.0,0.73,0.72
6992.0,0.73,0.71
6993.0,0.73,0.72
6994.0,0.74,0.72
6995.0,0.73,0.73
6996.0,0.74,0.71
6997.0,0.73,0.73
6998.0,0.74,0.72
6999.0,0.73,0.73
7000.0,0.73,0.72
7001.0,0.74,0.72
7002.0,0.74,0.72
7003.0,0.74,0.72
7004.0,0.73,0.72
7005.0,0.74,0.73
7006.0,0.73,0.72
7007.0,0.73,0.72
7008.0,0.73,0.72
7009.0,0.74,0.72
7010.0,0.73,0.71
7011.0,0.73,0.72
7012.0,0.74,0.71
7013.0,0.73,0.72
7014.0,0.73,0.71
7015.0,0.74,0.72
7016.0,0.73,0.72
7017.0,0.73,0.72
7018.0,0.73,0.72
7019.0,0.74,0.72
7020.0,0.73,0.72
7021.0,0.74,0.73
7022.0,0.73,0.71
7023.0,0.74,0.72
7024.0,0.73,0.71
7025.0,0.74,0.73
7026.0,0.74,0.72
7027.0,0.73,0.73
7028.0,0.73,0.72
7029.0,0.73,0.73
7030.0,0.73,0.72
7031.0,0.74,0.72
7032.0,0.74,0.71
7033.0,0.73,0.73
7034.0,0.73,0.71
7035.0,0.74,0.73
7036.0,0.73,0.71
7037.0,0.74,0.73
7038.0,0.73,0.72
7039.0,0.74,0.72
7040.0,0.73,0.72
7041.0,0.74,0.73
7042.0,0.74,0.71
7043.0,0.74,0.73
7044.0,0.73,0.71
7045.0,0.73,0.72
7046.0,0.74,0.71
7047.0,0.74,0.73
7048.0,0.74,0.71
7049.0,0.74,0.72
7050.0,0.73,0.71
7051.0,0.74,0.72
7052.0,0.73,0.71
7053.0,0.74,0.73
7054.0,0.74,0.72
7055.0,0.74,0.73
7056.0,0.73,0.72
7057.0,0.73,0.72
7058.0,0.74,0.71
7059.0,0.74,0.72
7060.0,0.73,0.71
7061.0,0.73,0.72
7062.0,0.73,0.72
7063.0,0.73,0.73
7064.0,0.74,0.72
7065.0,0.73,0.73
7066.0,0.73,0.72
7067.0,0.73,0.72
7068.0,0.73,0.72
7069.0,0.73,0.73
7070.0,0.74,0.71
7071.0,0.74,0.73
7072.0,0.73,0.71
7073.0,0.74,0.73
7074.0,0.73,0.72
7075.0,0.73,0.72
7076.0,0.73,0.71
7077.0,0.74,0.73
7078.0,0.74,0.72
7079.0,0.73,0.72
7080.0,0.74,0.72
7081.0,0.74,0.72
7082.0,0.73,0.71
7083.0,0.73,0.72
7084.0,0.74,0.71
7085.0,0.73,0.73
7086.0,0.73,0.72
7087.0,0.73,0.73
7088.0,0.73,0.72
7089.0,0.74,0.73
7090.0,0.73,0.71
7091.0,0.73,0.73
7092.0,0.74,0.72
7093.0,0.73,0.72
7094.0,0.74,0.71
7095.0,0.74,0.73
7096.0,0.74,0.71
7097.0,0.73,0.73
7098.0,0.73,0.71
7099.0,0.74,0.73
7100.0,0.73,0.72
7101.0,0.74,0.73
7102.0,0.74,0.72
7103.0,0.74,0.73
7104.0,0.73,0.71
7105.0,0.73,0.72
7106.0,0.74,0.72
7107.0,0.74,0.72
7108.0,0.74,0.71
7109.0,0.74,0.73
7110.0,0.73,0.71
7111.0,0.74,0.73
7112.0,0.73,0.71
7113.0,0.74,0.72
7114.0,0.73,0.71
7115.0,0.73,0.72
7116.0,0.73,0.71
7117.0,0.73,0.73
7118.0,0.73,0.71
7119.0,0.74,0.73
7120.0,0.73,0.72
7121.0,0.74,0.73
7122.0,0.74,0.71
7123.0,0.74,0.73
7124.0,0.74,0.72
7125.0,0.74,0.73
7126.0,0.73,0.72
7127.0,0.74,0.73
7128.0,0.74,0.71
7129.0,0.73,0.72
7130.0,0.73,0.71
7131.0,0.73,0.72
7132.0,0.73,0.71
7133.0,0.74,0.73
7134.0,0.74,0.72
7135.0,0.73,0.72
7136.0,0.73,0.72
7137.0,0.73,0.73
7138.0,0.74,0.71
7139.0,0.73,0.73
7140.0,0.74,0.71
7141.0,0.74,0.72
7142.0,0.73,0.72
7143.0,0.74,0.72
7144.0,0.74,0.72
7145.0,0.73,0.72
7146.0,0.73,0.72
7147.0,0.73,0.72
7148.0,0.73,0.71
7149.0,0.74,0.72
7150.0,0.73,0.71
7151.0,0.74,0.72
7152.0,0.73,0.72
7153.0,0.73,0.72
7154.0,0.74,0.72
7155.0,0.73,0.72
7156.0,0.74,0.72
7157.0,0.73,0.72
7158.0,0.73,0.71
7159.0,0.73,0.72
7160.0,0.74,0.71
7161.0,0.73,0.72
7162.0,0.74,0.72
7163.0,0.74,0.72
7164.0,0.73,0.71
7165.0,0.73,0.73
7166.0,0.73,0.71
7167.0,0.73,0.73
7168.0,0.73,0.71
7169.0,0.74,0.73
7170.0,0.73,0.72
7171.0,0.74,0.73
7172.0,0.74,0.71
7173.0,0.74,0.72
7174.0,0.74,0.72
7175.0,0.74,0.72
7176.0,0.73,0.72
7177.0,0.73,0.73
7178.0,0.73,0.71
7179.0,0.74,0.72
7180.0,0.74,0.71
7181.0,0.73,0.73
7182.0,0.74,0.72
7183.0,0.73,0.72
7184.0,0.73,0.71
7185.0,0.74,0.72
7186.0,0.73,0.72
7187.0,0.73,0.73
7188.0,0.74,0.71
7189.0,0.73,0.72
7190.0,0.73,0.71
7191.0,0.73,0.73
7192.0,0.73,0.72
7193.0,0.74,0.73
7194.0,0.73,0.72
7195.0,0.74,0.72
7196.0,0.73,0.72
7197.0,0.74,0.72
7198.0,0.73,0.72
7199.0,0.73,0.73
7200.0,0.73,0.71
7201.0,0.73,0.72
7202.0,0.73,0.72
7203.0,0.73,0.73
7204.0,0.74,0.72
7205.0,0.73,0.73
7206.0,0.74,0.72
7207.0,0.73,0.72
7208.0,0.73,0.72
7209.0,0.74,0.73
7210.0,0.73,0.72
7211.0,0.73,0.73
7212.0,0.73,0.71
7213.0,0.74,0.73
7214.0,0.73,0.71
7215.0,0.74,0.73
7216.0,0.74,0.72
7217.0,0.73,0.73
7218.0,0.74,0.71
7219.0,0.74,0.73
7220.0,0.74,0.71
7221.0,0.74,0.72
7222.0,0.73,0.72
7223.0,0.73,0.72
7224.0,0.74,0.72
7225.0,0.74,0.73
7226.0,0.74,0.71
7227.0,0.73,0.73
7228.0,0.74,0.72
7229.0,0.73,0.72
7230.0,0.74,0.71
7231.0,0.74,0.72
7232.0,0.73,0.72
7233.0,0.73,0.72
7234.0,0.74,0.71
7235.0,0.74,0.72
7236.0,0.74,0.72
7237.0,0.74,0.73
7238.0,0.73,0.71
7239.0,0.74,0.72
7240.0,0.74,0.72
7241.0,0.73,0.72
7242.0,0.73,0.71
7243.0,0.73,0.73
7244.0,0.73,0.72
7245.0,0.73,0.73
7246.0,0.73,0.72
7247.0,0.74,0.73
7248.0,0.74,0.71
7249.0,0.74,0.73
7250.0,0.74,0.71
7251.0,0.74,0.73
7252.0,0.74,0.71
7253.0,0.73,0.73
7254.0,0.73,0.71
7255.0,0.74,0.72
7256.0,0.73,0.72
7257.0,0.73,0.72
7258.0,0.73,0.72
7259.0,0.73,0.73
7260.0,0.74,0.72
7261.0,0.73,0.73
7262.0,0.73,0.71
7263.0,0.74,0.72
7264.0,0.74,0.72
7265.0,0.73,0.73
7266.0,0.73,0.71
7267.0,0.74,0.72
7268.0,0.73,0.71
7269.0,0.74,0.72
7270.0,0.73,0.72
7271.0,0.74,0.73
7272.0,0.73,0.71
7273.0,0.74,0.73
7274.0,0.73,0.71
7275.0,0.73,0.72
7276.0,0.73,0.72
7277.0,0.74,0.72
7278.0,0.73,0.72
7279.0,0.73,0.73
7280.0,0.74,0.72
7281.0,0.74,0.72
7282.0,0.74,0.72
7283.0,0.74,0.73
7284.0,0.74,0.72
7285.0,0.74,0.72
7286.0,0.74,0.72
7287.0,0.73,0.72
7288.0,0.73,0.72
7289.0,0.73,0.73
7290.0,0.74,0.71
7291.0,0.74,0.73
7292.0,0.74,0.71
7293.0,0.74,0.73
7294.0,0.73,0.71
7295.0,0.73,0.73
7296.0,0.73,0.71
7297.0,0.73,0.73
7298.0,0.73,0.72
7299.0,0.73,0.72
7300.0,0.73,0.72
7301.0,0.74,0.72
7302.0,0.74,0.71
7303.0,0.74,0.73
7304.0,0.74,0.71
7305.0,0.73,0.73
7306.0,0.74,0.71
7307.0,0.74,0.72
7308.0,0.74,0.72
7309.0,0.73,0.73
7310.0,0.73,0.71
7311.0,0.73,0.73
7312.0,0.73,0.71
7313.0,0.73,0.73
7314.0,0.73,0.71
7315.0,0.73,0.72
7316.0,0.74,0.72
7317.0,0.73,0.73
7318.0,0.73,0.71
7319.0,0.74,0.72
7320.0,0.73,0.71
7321.0,0.73,0.73
7322.0,0.74,0.71
7323.0,0.74,0.72
7324.0,0.73,0.72
7325.0,0.73,0.73
7326.0,0.73,0.71
7327.0,0.74,0.73
7328.0,0.74,0.72
7329.0,0.74,0.73
7330.0,0.74,0.71
7331.0,0.74,0.73
7332.0,0.74,0.71
7333.0,0.73,0.72
7334.0,0.74,0.72
7335.0,0.73,0.72
7336.0,0.73,0.72
7337.0,0.73,0.73
7338.0,0.73,0.72
7339.0,0.73,0.73
7340.0,0.73,0.72
7341.0,0.73,0.73
7342.0,0.74,0.71
7343.0,0.74,0.73
7344.0,0.73,0.72
7345.0,0.73,0.73
7346.0,0.74,0.72
7347.0,0.73,0.72
7348.0,0.74,0.71
7349.0,0.74,0.73
7350.0,0.73,0.71
7351.0,0.73,0.72
7352.0,0.73,0.72
7353.0,0.74,0.73
7354.0,0.74,0.71
7355.0,0.74,0.73
7356.0,0.74,0.71
7357.0,0.74,0.72
7358.0,0.73,0.71
7359.0,0.73,0.73
7360.0,0.73,0.71
7361.0,0.74,0.73
7362.0,0.74,0.71
7363.0,0.74,0.72
7364.0,0.74,0.71
7365.0,0.73,0.73
7366.0,0.73,0.72
7367.0,0.73,0.72
7368.0,0.74,0.72
7369.0,0.73,0.73
7370.0,0.74,0.71
7371.0,0.74,0.73
7372.0,0.73,0.72
7373.0,0.74,0.72
7374.0,0.74,0.71
7375.0,0.73,0.72
7376.0,0.74,0.72
7377.0,0.73,0.73
7378.0,0.74,0.72
7379.0,0.73,0.73
7380.0,0.73,0.72
7381.0,0.73,0.72
7382.0,0.74,0.72
7383.0,0.73,0.72
7384.0,0.74,0.71
7385.0,0.73,0.73
7386.0,0.73,0.71
7387.0,0.74,0.72
7388.0,0.74,0.71
7389.0,0.74,0.72
7390.0,0.74,0.72
7391.0,0.73,0.73
7392.0,0.73,0.71
7393.0,0.73,0.73
7394.0,0.73,0.71
7395.0,0.73,0.73
7396.0,0.73,0.71
7397.0,0.73,0.72
7398.0,0.74,0.71
7399.0,0.74,0.73
7400.0,0.74,0.72
7401.0,0.73,0.72
7402.0,0.74,0.71
7403.0,0.73,0.72
7404.0,0.74,0.71
7405.0,0.73,0.72
7406.0,0.73,0.71
7407.0,0.74,0.73
7408.0,0.74,0.72
7409.0,0.74,0.73
7410.0,0.73,0.71
7411.0,0.73,0.73
7412.0,0.74,0.72
7413.0,0.73,0.73
7414.0,0.74,0.72
7415.0,0.74,0.73
7416.0,0.73,0.72
7417.0,0.73,0.72
7418.0,0.74,0.71
7419.0,0.74,0.72
7420.0,0.74,0.71
7421.0,0.74,0.73
7422.0,0.74,0.72
7423.0,0.73,0.72
7424.0,0.74,0.72
7425.0,0.74,0.72
7426.0,0.74,0.72
7427.0,0.74,0.72
7428.0,0.73,0.71
7429.0,0.74,0.72
7430.0,0.73,0.72
7431.0,0.73,0.72
7432.0,0.74,0.71
7433.0,0.74,0.73
7434.0,0.73,0.71
7435.0,0.74,0.72
7436.0,0.73,0.71
7437.0,0.74,0.72
7438.0,0.73,0.71
7439.0,0.73,0.73
7440.0,0.74,0.71
7441.0,0.73,0.72
7442.0,0.74,0.72
7443.0,0.74,0.73
7444.0,0.73,0.72
7445.0,0.74,0.73
7446.0,0.73,0.72
7447.0,0.74,0.73
7448.0,0.74,0.71
7449.0,0.73,0.72
7450.0,0.73,0.71
7451.0,0.73,0.73
7452.0,0.73,0.72
7453.0,0.74,0.72
7454.0,0.74,0.71
7455.0,0.74,0.73
7456.0,0.74,0.71
7457.0,0.73,0.72
7458.0,0.74,0.72
7459.0,0.73,0.73
7460.0,0.74,0.72
7461.0,0.73,0.72
7462.0,0.73,0.72
7463.0,0.74,0.73
7464.0,0.74,0.72
7465.0,0.73,0.73
7466.0,0.73,0.72
7467.0,0.74,0.72
7468.0,0.74,0.71
7469.0,0.74,0.73
7470.0,0.73,0.71
7471.0,0.74,0.73
7472.0,0.74,0.72
7473.0,0.73,0.72
7474.0,0.73,0.71
7475.0,0.73,0.73
7476.0,0.74,0.71
7477.0,0.73,0.73
7478.0,0.73,0.71
7479.0,0.74,0.73
7480.0,0.73,0.71
7481.0,0.73,0.72
7482.0,0.74,0.72
7483.0,0.74,0.73
7484.0,0.73,0.71
7485.0,0.73,0.72
7486.0,0.73,0.71
7487.0,0.73,0.72
7488.0,0.74,0.72
7489.0,0.73,0.72
7490.0,0.73,0.72
7491.0,0.74,0.73
7492.0,0.73,0.72
7493.0,0.73,0.72
7494.0,0.73,0.71
7495.0,0.73,0.72
7496.0,0.74,0.72
7497.0,0.74,0.73
7498.0,0.73,0.72
7499.0,0.74,0.72
7500.0,0.73,0.72
7501.0,0.73,0.73
7502.0,0.73,0.71
7503.0,0.74,0.73
7504.0,0.73,0.72
7505.0,0.73,0.73
7506.0,0.73,0.72
7507.0,0.73,0.73
7508.0,0.73,0.72
7509.0,0.73,0.73
7510.0,0.73,0.72
7511.0,0.73,0.73
7512.0,0.74,0.71
7513.0,0.73,0.73
7514.0,0.74,0.71
7515.0,0.73,0.72
7516.0,0.74,0.72
7517.0,0.73,0.72
7518.0,0.73,0.71
7519.0,0.74,0.72
7520.0,0.74,0.71
7521.0,0.74,0.72
7522.0,0.74,0.72
7523.0,0.73,0.73
7524.0,0.74,0.72
7525.0,0.73,0.72
7526.0,0.73,0.72
7527.0,0.74,0.72
7528.0,0.74,0.72
7529.0,0.74,0.72
7530.0,0.74,0.72
7531.0,0.73,0.72
7532.0,0.73,0.72
7533.0,0.73,0.72
7534.0,0.73,0.72
7535.0,0.74,0.73
7536.0,0.74,0.71
7537.0,0.73,0.73
7538.0,0.73,0.72
7539.0,0.74,0.72
7540.0,0.73,0.71
7541.0,0.73,0.72
7542.0,0.74,0.72
7543.0,0.73,0.73
7544.0,0.74,0.72
7545.0,0.74,0.72
7546.0,0.74,0.71
7547.0,0.73,0.73
7548.0,0.74,0.72
7549.0,0.73,0.73
7550.0,0.73,0.72
7551.0,0.73,0.73
7552.0,0.74,0.72
7553.0,0.74,0.72
7554.0,0.73,0.71
7555.0,0.73,0.72
7556.0,0.74,0.72
7557.0,0.74,0.72
7558.0,0.73,0.71
7559.0,0.73,0.73
7560.0,0.73,0.72
7561.0,0.74,0.73
7562.0,0.73,0.71
7563.0,0.74,0.72
7564.0,0.74,0.72
7565.0,0.73,0.73
7566.0,0.73,0.71
7567.0,0.73,0.72
7568.0,0.73,0.72
7569.0,0.73,0.72
7570.0,0.73,0.71
7571.0,0.74,0.72
7572.0,0.73,0.72
7573.0,0.73,0.73
7574.0,0.73,0.72
7575.0,0.73,0.73
7576.0,0.74,0.72
7577.0,0.74,0.73
7578.0,0.73,0.72
7579.0,0.73,0.73
7580.0,0.73,0.72
7581.0,0.74,0.73
7582.0,0.74,0.72
7583.0,0.74,0.72
7584.0,0.73,0.72
7585.0,0.74,0.72
7586.0,0.73,0.72
7587.0,0.74,0.72
7588.0,0.73,0.71
7589.0,0.73,0.73
7590.0,0.74,0.71
7591.0,0.73,0.73
7592.0,0.74,0.71
7593.0,0.74,0.73
7594.0,0.73,0.71
7595.0,0.73,0.73
7596.0,0.74,0.72
7597.0,0.74,0.72
7598.0,0.74,0.72
7599.0,0.74,0.72
7600.0,0.74,0.71
7601.0,0.74,0.72
7602.0,0.73,0.72
7603.0,0.73,0.72
