step,R0.7,R0.6
2224.0,0.73,0.72
2225.0,0.74,0.73
2226.0,0.74,0.72
2227.0,0.74,0.73
2228.0,0.73,0.71
2229.0,0.73,0.72
2230.0,0.73,0.72
2231.0,0.73,0.72
2232.0,0.74,0.72
2233.0,0.73,0.72
2234.0,0.73,0.71
2235.0,0.73,0.72
2236.0,0.73,0.71
2237.0,0.74,0.72
2238.0,0.74,0.71
2239.0,0.74,0.72
2240.0,0.74,0.72
2241.0,0.73,0.72
2242.0,0.73,0.72
2243.0,0.73,0.72
2244.0,0.73,0.72
2245.0,0.74,0.73
2246.0,0.74,0.71
2247.0,0.73,0.73
2248.0,0.74,0.71
2249.0,0.73,0.72
2250.0,0.73,0.71
2251.0,0.73,0.72
2252.0,0.73,0.71
2253.0,0.73,0.73
2254.0,0.73,0.71
2255.0,0.73,0.72
2256.0,0.73,0.72
2257.0,0.73,0.72
2258.0,0.73,0.72
2259.0,0.74,0.73
2260.0,0.74,0.72
2261.0,0.74,0.73
2262.0,0.74,0.72
2263.0,0.74,0.73
2264.0,0.73,0.72
2265.0,0.73,0.72
2266.0,0.73,0.72
2267.0,0.74,0.73
2268.0,0.73,0.71
2269.0,0.73,0.73
2270.0,0.73,0.71
2271.0,0.73,0.73
2272.0,0.74,0.71
2273.0,0.73,0.73
2274.0,0.73,0.72
2275.0,0.73,0.73
2276.0,0.73,0.72
2277.0,0.73,0.73
2278.0,0.74,0.72
2279.0,0.73,0.72
2280.0,0.74,0.71
2281.0,0.73,0.72
2282.0,0.74,0.71
2283.0,0.73,0.72
2284.0,0.74,0.71
2285.0,0.73,0.73
2286.0,0.74,0.72
2287.0,0.73,0.73
2288.0,0.74,0.72
2289.0,0.74,0.72
2290.0,0.74,0.72
2291.0,0.74,0.72
2292.0,0.73,0.72
2293.0,0.73,0.72
2294.0,0.74,0.72
2295.0,0.73,0.73
2296.0,0.74,0.72
2297.0,0.74,0.72
2298.0,0.73,0.71
2299.0,0.73,0.73
2300.0,0.74,0.72
2301.0,0.73,0.72
2302.0,0.74,0.71
2303.0,0.74,0.73
2304.0,0.73,0.72
2305.0,0.74,0.73
2306.0,0.73,0.71
2307.0,0.74,0.73
2308.0,0.74,0.72
2309.0,0.73,0.73
2310.0,0.74,0.71
2311.0,0.73,0.73
2312.0,0.73,0.72
2313.0,0.73,0.73
2314.0,0.74,0.71
2315.0,0.73,0.73
2316.0,0.74,0.72
2317.0,0.73,0.73
2318.0,0.74,0.72
2319.0,0.74,0.72
2320.0,0.73,0.71
2321.0,0.73,0.72
2322.0,0.73,0.71
2323.0,0.74,0.72
2324.0,0.74,0.71
2325.0,0.73,0.72
2326.0,0.73,0.71
2327.0,0.73,0.73
2328.0,0.74,0.71
2329.0,0.74,0.72
2330.0,0.73,0.71
2331.0,0.73,0.73
2332.0,0.74,0.71
2333.0,0.73,0.73
2334.0,0.73,0.71
2335.0,0.74,0.72
2336.0,0.74,0.72
2337.0,0.73,0.72
2338.0,0.74,0.71
2339.0,0.74,0.72
2340.0,0.73,0.71
2341.0,0.73,0.72
2342.0,0.74,0.72
2343.0,0.74,0.73
2344.0,0.74,0.71
2345.0,0.74,0.72
2346.0,0.74,0.72
2347.0,0.74,0.72
2348.0,0.74,0.72
2349.0,0.73,0.72
2350.0,0.74,0.72
2351.0,0.74,0.72
2352.0,0.73,0.72
2353.0,0.73,0.72
2354.0,0.73,0.72
2355.0,0.74,0.73
2356.0,0.73,0.72
2357.0,0.74,0.73
2358.0,0.74,0.71
2359.0,0.73,0.73
2360.0,0.74,0.72
2361.0,0.74,0.73
2362.0,0.74,0.72
2363.0,0.73,0.73
2364.0,0.73,0.71
2365.0,0.73,0.72
2366.0,0.74,0.72
2367.0,0.73,0.73
2368.0,0.74,0.71
2369.0,0.73,0.72
2370.0,0.73,0.71
2371.0,0.73,0.72
2372.0,0.73,0.71
2373.0,0.73,0.73
2374.0,0.74,0.72
2375.0,0.73,0.72
2376.0,0.73,0.71
2377.0,0.73,0.72
2378.0,0.74,0.72
2379.0,0.74,0.72
2380.0,0.74,0.71
2381.0,0.73,0.72
2382.0,0.73,0.72
2383.0,0.73,0.73
2384.0,0.73,0.72
2385.0,0.73,0.73
2386.0,0.73,0.72
2387.0,0.73,0.72
2388.0,0.73,0.72
2389.0,0.74,0.72
2390.0,0.73,0.71
2391.0,0.73,0.73
2392.0,0.73,0.71
2393.0,0.73,0.72
2394.0,0.73,0.72
2395.0,0.73,0.73
2396.0,0.74,0.71
2397.0,0.73,0.72
2398.0,0.73,0.72
2399.0,0.73,0.72
2400.0,0.74,0.71
2401.0,0.74,0.72
2402.0,0.74,0.72
2403.0,0.74,0.73
2404.0,0.74,0.71
2405.0,0.73,0.73
2406.0,0.74,0.71
2407.0,0.74,0.72
2408.0,0.73,0.72
2409.0,0.73,0.73
2410.0,0.74,0.72
2411.0,0.74,0.72
2412.0,0.73,0.71
2413.0,0.74,0.72
2414.0,0.74,0.71
2415.0,0.73,0.72
2416.0,0.73,0.72
2417.0,0.74,0.73
2418.0,0.73,0.71
2419.0,0.73,0.73
2420.0,0.74,0.72
2421.0,0.74,0.72
2422.0,0.73,0.71
2423.0,0.73,0.73
2424.0,0.73,0.72
2425.0,0.73,0.72
2426.0,0.73,0.72
2427.0,0.73,0.73
2428.0,0.73,0.71
2429.0,0.73,0.72
2430.0,0.73,0.72
2431.0,0.73,0.73
2432.0,0.74,0.71
2433.0,0.73,0.73
2434.0,0.74,0.72
2435.0,0.74,0.72
2436.0,0.74,0.71
2437.0,0.73,0.73
2438.0,0.74,0.71
2439.0,0.74,0.72
2440.0,0.74,0.71
2441.0,0.73,0.72
2442.0,0.73,0.72
2443.0,0.73,0.73
2444.0,0.73,0.72
2445.0,0.74,0.73
2446.0,0.74,0.71
2447.0,0.73,0.72
2448.0,0.73,0.72
2449.0,0.73,0.72
2450.0,0.73,0.72
2451.0,0.74,0.73
2452.0,0.74,0.71
2453.0,0.73,0.72
2454.0,0.74,0.72
2455.0,0.73,0.73
2456.0,0.74,0.72
2457.0,0.74,0.72
2458.0,0.74,0.71
2459.0,0.74,0.72
2460.0,0.73,0.72
2461.0,0.74,0.72
2462.0,0.74,0.71
2463.0,0.74,0.72
2464.0,0.74,0.72
2465.0,0.74,0.72
2466.0,0.73,0.72
2467.0,0.73,0.73
2468.0,0.73,0.71
2469.0,0.74,0.72
2470.0,0.73,0.72
2471.0,0.74,0.73
2472.0,0.74,0.72
2473.0,0.73,0.72
2474.0,0.74,0.72
2475.0,0.73,0.72
2476.0,0.73,0.72
2477.0,0.74,0.72
2478.0,0.74,0.72
2479.0,0.73,0.73
2480.0,0.74,0.71
2481.0,0.74,0.73
2482.0,0.73,0.72
2483.0,0.74,0.73
2484.0,0.73,0.71
2485.0,0.73,0.73
2486.0,0.73,0.71
2487.0,0.74,0.73
2488.0,0.74,0.71
2489.0,0.74,0.73
2490.0,0.73,0.71
2491.0,0.73,0.73
2492.0,0.74,0.72
2493.0,0.73,0.72
2494.0,0.74,0.71
2495.0,0.74,0.72
2496.0,0.73,0.72
2497.0,0.73,0.72
2498.0,0.74,0.71
2499.0,0.74,0.72
2500.0,0.74,0.72
2501.0,0.73,0.73
2502.0,0.74,0.71
2503.0,0.73,0.72
2504.0,0.74,0.71
2505.0,0.73,0.73
2506.0,0.73,0.71
2507.0,0.73,0.73
2508.0,0.73,0.72
2509.0,0.73,0.73
2510.0,0.74,0.72
2511.0,0.73,0.73
2512.0,0.73,0.71
2513.0,0.74,0.73
2514.0,0.73,0.71
2515.0,0.73,0.73
2516.0,0.74,0.71
2517.0,0.73,0.72
2518.0,0.74,0.71
2519.0,0.74,0.72
2520.0,0.74,0.71
2521.0,0.73,0.73
2522.0,0.73,0.71
2523.0,0.74,0.73
2524.0,0.74,0.71
2525.0,0.74,0.73
2526.0,0.74,0.72
2527.0,0.74,0.73
2528.0,0.73,0.71
2529.0,0.74,0.72
2530.0,0.74,0.72
2531.0,0.73,0.72
2532.0,0.74,0.72
2533.0,0.74,0.72
2534.0,0.73,0.72
2535.0,0.74,0.73
2536.0,0.73,0.71
2537.0,0.73,0.72
2538.0,0.74,0.71
2539.0,0.73,0.72
2540.0,0.74,0.71
2541.0,0.73,0.72
2542.0,0.73,0.71
2543.0,0.74,0.73
2544.0,0.74,0.72
2545.0,0.74,0.72
2546.0,0.74,0.71
2547.0,0.74,0.73
2548.0,0.74,0.71
2549.0,0.74,0.72
2550.0,0.74,0.71
2551.0,0.74,0.73
2552.0,0.74,0.72
2553.0,0.74,0.73
2554.0,0.73,0.71
2555.0,0.74,0.73
2556.0,0.74,0.71
2557.0,0.74,0.73
2558.0,0.74,0.71
2559.0,0.73,0.73
2560.0,0.74,0.72
2561.0,0.74,0.72
2562.0,0.74,0.71
2563.0,0.73,0.73
2564.0,0.73,0.72
2565.0,0.73,0.72
2566.0,0.74,0.71
2567.0,0.73,0.72
2568.0,0.74,0.71
2569.0,0.73,0.72
2570.0,0.73,0.71
2571.0,0.74,0.72
2572.0,0.73,0.71
2573.0,0.73,0.72
2574.0,0.73,0.71
2575.0,0.74,0.72
2576.0,0.74,0.71
2577.0,0.73,0.72
2578.0,0.73,0.71
2579.0,0.73,0.73
2580.0,0.73,0.71
2581.0,0.74,0.73
2582.0,0.73,0.71
2583.0,0.73,0.72
2584.0,0.73,0.72
2585.0,0.74,0.73
2586.0,0.74,0.71
2587.0,0.73,0.73
2588.0,0.74,0.72
2589.0,0.74,0.72
2590.0,0.74,0.72
2591.0,0.73,0.72
2592.0,0.74,0.72
2593.0,0.73,0.73
2594.0,0.74,0.71
2595.0,0.73,0.72
2596.0,0.73,0.71
2597.0,0.74,0.72
2598.0,0.73,0.71
2599.0,0.73,0.72
2600.0,0.73,0.72
2601.0,0.73,0.72
2602.0,0.73,0.71
2603.0,0.74,0.72
2604.0,0.73,0.71
2605.0,0.73,0.73
2606.0,0.74,0.71
2607.0,0.73,0.73
2608.0,0.74,0.72
2609.0,0.73,0.73
2610.0,0.73,0.72
2611.0,0.74,0.73
2612.0,0.73,0.71
2613.0,0.74,0.73
2614.0,0.74,0.71
2615.0,0.73,0.72
2616.0,0.73,0.71
2617.0,0.74,0.73
2618.0,0.74,0.71
2619.0,0.73,0.72
2620.0,0.73,0.72
2621.0,0.73,0.73
2622.0,0.74,0.72
2623.0,0.74,0.72
2624.0,0.73,0.71
2625.0,0.73,0.72
2626.0,0.74,0.71
2627.0,0.74,0.72
2628.0,0.74,0.72
2629.0,0.74,0.73
2630.0,0.73,0.72
2631.0,0.73,0.73
2632.0,0.73,0.71
2633.0,0.73,0.72
2634.0,0.73,0.71
2635.0,0.73,0.73
2636.0,0.74,0.72
2637.0,0.73,0.72
2638.0,0.73,0.72
2639.0,0.74,0.73
2640.0,0.74,0.72
2641.0,0.73,0.73
2642.0,0.73,0.71
2643.0,0.74,0.73
2644.0,0.73,0.71
2645.0,0.74,0.72
2646.0,0.73,0.71
2647.0,0.73,0.72
2648.0,0.73,0.72
2649.0,0.74,0.72
2650.0,0.74,0.72
2651.0,0.73,0.72
2652.0,0.74,0.71
2653.0,0.73,0.73
2654.0,0.73,0.72
2655.0,0.73,0.72
2656.0,0.74,0.71
2657.0,0.73,0.72
2658.0,0.74,0.72
2659.0,0.73,0.72
2660.0,0.73,0.72
2661.0,0.74,0.73
2662.0,0.74,0.71
2663.0,0.73,0.72
2664.0,0.74,0.72
2665.0,0.73,0.72
2666.0,0.73,0.71
2667.0,0.74,0.73
2668.0,0.74,0.72
2669.0,0.73,0.72
2670.0,0.74,0.72
2671.0,0.74,0.73
2672.0,0.73,0.71
2673.0,0.74,0.72
2674.0,0.74,0.71
2675.0,0.73,0.73
2676.0,0.74,0.72
2677.0,0.74,0.73
2678.0,0.74,0.72
2679.0,0.74,0.72
2680.0,0.74,0.71
2681.0,0.73,0.72
2682.0,0.74,0.71
2683.0,0.73,0.73
2684.0,0.73,0.71
2685.0,0.74,0.72
2686.0,0.74,0.72
2687.0,0.74,0.73
2688.0,0.73,0.71
2689.0,0.74,0.73
2690.0,0.73,0.71
2691.0,0.74,0.73
2692.0,0.74,0.72
2693.0,0.73,0.73
2694.0,0.73,0.71
2695.0,0.73,0.72
2696.0,0.74,0.72
2697.0,0.74,0.73
2698.0,0.74,0.71
2699.0,0.73,0.72
2700.0,0.74,0.71
2701.0,0.73,0.73
2702.0,0.73,0.71
2703.0,0.73,0.72
2704.0,0.74,0.72
2705.0,0.74,0.73
2706.0,0.74,0.72
2707.0,0.73,0.72
2708.0,0.73,0.72
2709.0,0.74,0.72
2710.0,0.73,0.72
2711.0,0.73,0.72
2712.0,0.74,0.72
2713.0,0.74,0.73
2714.0,0.73,0.72
2715.0,0.74,0.72
2716.0,0.74,0.71
2717.0,0.73,0.72
2718.0,0.74,0.72
2719.0,0.74,0.73
2720.0,0.73,0.71
2721.0,0.74,0.72
2722.0,0.73,0.71
2723.0,0.74,0.73
2724.0,0.73,0.72
2725.0,0.73,0.72
2726.0,0.73,0.71
2727.0,0.74,0.72
2728.0,0.73,0.71
2729.0,0.74,0.73
2730.0,0.74,0.71
2731.0,0.74,0.72
2732.0,0.74,0.72
2733.0,0.73,0.72
2734.0,0.74,0.72
2735.0,0.73,0.73
2736.0,0.73,0.72
2737.0,0.73,0.72
2738.0,0.73,0.72
2739.0,0.73,0.73
2740.0,0.74,0.71
2741.0,0.74,0.73
2742.0,0.74,0.72
2743.0,0.74,0.72
2744.0,0.74,0.72
2745.0,0.74,0.72
2746.0,0.74,0.72
2747.0,0.73,0.72
2748.0,0.74,0.71
2749.0,0.73,0.72
2750.0,0.74,0.72
2751.0,0.73,0.73
2752.0,0.74,0.71
2753.0,0.74,0.72
2754.0,0.74,0.71
2755.0,0.73,0.73
2756.0,0.73,0.71
2757.0,0.73,0.73
2758.0,0.73,0.71
2759.0,0.74,0.73
2760.0,0.74,0.71
2761.0,0.74,0.72
2762.0,0.74,0.71
2763.0,0.73,0.72
2764.0,0.73,0.71
2765.0,0.74,0.72
2766.0,0.74,0.72
2767.0,0.74,0.72
2768.0,0.73,0.71
2769.0,0.74,0.73
2770.0,0.73,0.71
2771.0,0.74,0.73
2772.0,0.74,0.72
2773.0,0.73,0.72
2774.0,0.74,0.71
2775.0,0.74,0.72
2776.0,0.73,0.72
2777.0,0.73,0.73
2778.0,0.74,0.72
2779.0,0.73,0.73
2780.0,0.73,0.72
2781.0,0.74,0.72
2782.0,0.73,0.71
2783.0,0.73,0.73
2784.0,0.73,0.71
2785.0,0.74,0.72
2786.0,0.73,0.72
2787.0,0.73,0.72
2788.0,0.73,0.72
2789.0,0.74,0.72
2790.0,0.74,0.72
2791.0,0.74,0.73
2792.0,0.74,0.72
2793.0,0.73,0.72
2794.0,0.74,0.71
2795.0,0.74,0.73
2796.0,0.74,0.72
2797.0,0.73,0.72
2798.0,0.74,0.71
2799.0,0.74,0.73
2800.0,0.73,0.72
2801.0,0.74,0.73
2802.0,0.74,0.71
2803.0,0.73,0.73
2804.0,0.73,0.72
2805.0,0.73,0.72
2806.0,0.73,0.71
2807.0,0.74,0.73
2808.0,0.74,0.72
2809.0,0.73,0.72
2810.0,0.74,0.72
2811.0,0.73,0.72
2812.0,0.73,0.71
2813.0,0.73,0.73
2814.0,0.73,0.71
2815.0,0.74,0.73
2816.0,0.74,0.72
2817.0,0.73,0.73
2818.0,0.74,0.71
2819.0,0.73,0.73
2820.0,0.74,0.71
2821.0,0.73,0.72
2822.0,0.73,0.72
2823.0,0.74,0.72
2824.0,0.74,0.71
2825.0,0.73,0.72
2826.0,0.74,0.72
2827.0,0.74,0.73
2828.0,0.73,0.71
2829.0,0.73,0.73
2830.0,0.73,0.71
2831.0,0.73,0.72
2832.0,0.74,0.71
2833.0,0.73,0.72
2834.0,0.74,0.71
2835.0,0.73,0.72
2836.0,0.74,0.71
2837.0,0.73,0.72
2838.0,0.74,0.72
2839.0,0.73,0.73
2840.0,0.74,0.71
2841.0,0.74,0.73
2842.0,0.73,0.71
2843.0,0.74,0.73
2844.0,0.74,0.72
2845.0,0.73,0.72
2846.0,0.73,0.71
2847.0,0.73,0.73
2848.0,0.73,0.71
2849.0,0.73,0.72
2850.0,0.73,0.71
2851.0,0.73,0.73
2852.0,0.73,0.72
2853.0,0.73,0.73
2854.0,0.73,0.72
2855.0,0.73,0.73
2856.0,0.73,0.71
2857.0,0.74,0.73
2858.0,0.73,0.71
2859.0,0.73,0.73
2860.0,0.74,0.71
2861.0,0.73,0.73
2862.0,0.73,0.72
2863.0,0.73,0.72
2864.0,0.73,0.72
2865.0,0.73,0.73
2866.0,0.74,0.72
2867.0,0.73,0.73
2868.0,0.74,0.72
2869.0,0.74,0.72
2870.0,0.73,0.71
2871.0,0.74,0.72
2872.0,0.74,0.71
2873.0,0.73,0.73
2874.0,0.73,0.72
2875.0,0.74,0.73
2876.0,0.74,0.71
2877.0,0.74,0.73
2878.0,0.73,0.72
2879.0,0.74,0.73
2880.0,0.73,0.71
2881.0,0.73,0.73
2882.0,0.73,0.71
2883.0,0.73,0.72
2884.0,0.74,0.71
2885.0,0.74,0.72
2886.0,0.73,0.71
2887.0,0.73,0.72
2888.0,0.74,0.71
2889.0,0.73,0.72
2890.0,0.73,0.71
2891.0,0.74,0.72
2892.0,0.74,0.71
2893.0,0.74,0.72
2894.0,0.74,0.71
2895.0,0.73,0.73
2896.0,0.73,0.71
2897.0,0.74,0.73
2898.0,0.74,0.71
2899.0,0.74,0.72
2900.0,0.74,0.71
2901.0,0.74,0.73
2902.0,0.74,0.71
2903.0,0.74,0.72
2904.0,0.73,0.72
2905.0,0.73,0.72
2906.0,0.74,0.71
2907.0,0.73,0.72
2908.0,0.74,0.71
2909.0,0.73,0.72
2910.0,0.73,0.72
2911.0,0.73,0.73
2912.0,0.73,0.72
2913.0,0.73,0.72
2914.0,0.73,0.71
2915.0,0.73,0.73
2916.0,0.73,0.71
2917.0,0.73,0.73
2918.0,0.74,0.71
2919.0,0.74,0.72
2920.0,0.74,0.71
2921.0,0.73,0.72
2922.0,0.74,0.71
2923.0,0.74,0.73
2924.0,0.74,0.72
2925.0,0.74,0.72
2926.0,0.74,0.71
2927.0,0.74,0.73
2928.0,0.73,0.72
2929.0,0.73,0.73
2930.0,0.74,0.71
2931.0,0.74,0.72
2932.0,0.73,0.72
2933.0,0.73,0.73
2934.0,0.73,0.72
2935.0,0.73,0.72
2936.0,0.73,0.72
2937.0,0.74,0.72
2938.0,0.73,0.72
2939.0,0.73,0.73
2940.0,0.73,0.71
2941.0,0.74,0.72
2942.0,0.73,0.71
2943.0,0.73,0.72
2944.0,0.73,0.72
2945.0,0.73,0.73
2946.0,0.73,0.72
2947.0,0.73,0.73
2948.0,0.73,0.72
2949.0,0.73,0.73
2950.0,0.74,0.71
2951.0,0.73,0.73
2952.0,0.74,0.71
2953.0,0.73,0.72
2954.0,0.74,0.71
2955.0,0.73,0.73
2956.0,0.73,0.72
2957.0,0.74,0.73
2958.0,0.73,0.72
2959.0,0.74,0.73
2960.0,0.73,0.72
2961.0,0.74,0.72
2962.0,0.74,0.72
2963.0,0.73,0.72
2964.0,0.74,0.72
2965.0,0.74,0.73
2966.0,0.74,0.71
2967.0,0.74,0.72
2968.0,0.74,0.71
2969.0,0.74,0.73
2970.0,0.73,0.71
2971.0,0.74,0.72
2972.0,0.73,0.71
2973.0,0.73,0.72
2974.0,0.74,0.71
2975.0,0.73,0.73
2976.0,0.74,0.72
2977.0,0.73,0.72
2978.0,0.74,0.71
2979.0,0.74,0.73
2980.0,0.73,0.71
2981.0,0.74,0.73
2982.0,0.74,0.72
2983.0,0.73,0.73
2984.0,0.74,0.71
2985.0,0.73,0.73
2986.0,0.73,0.72
2987.0,0.73,0.72
2988.0,0.74,0.71
2989.0,0.74,0.73
2990.0,0.74,0.72
2991.0,0.73,0.73
2992.0,0.74,0.71
2993.0,0.74,0.73
2994.0,0.74,0.71
2995.0,0.73,0.73
2996.0,0.74,0.71
2997.0,0.74,0.73
2998.0,0.74,0.71
2999.0,0.74,0.72
3000.0,0.74,0.72
3001.0,0.74,0.72
3002.0,0.73,0.71
3003.0,0.74,0.73
3004.0,0.74,0.72
3005.0,0.73,0.73
3006.0,0.74,0.71
3007.0,0.73,0.72
3008.0,0.73,0.72
3009.0,0.73,0.72
3010.0,0.73,0.71
3011.0,0.73,0.72
3012.0,0.73,0.71
3013.0,0.74,0.72
3014.0,0.73,0.71
3015.0,0.73,0.73
3016.0,0.74,0.71
3017.0,0.73,0.72
3018.0,0.73,0.72
3019.0,0.73,0.73
3020.0,0.73,0.72
3021.0,0.74,0.72
3022.0,0.74,0.71
3023.0,0.73,0.72
3024.0,0.74,0.72
3025.0,0.73,0.73
3026.0,0.73,0.72
3027.0,0.73,0.72
3028.0,0.74,0.72
3029.0,0.73,0.72
3030.0,0.73,0.71
3031.0,0.74,0.73
3032.0,0.73,0.71
3033.0,0.73,0.73
3034.0,0.73,0.72
3035.0,0.74,0.72
3036.0,0.73,0.71
3037.0,0.74,0.73
3038.0,0.74,0.72
3039.0,0.73,0.72
3040.0,0.73,0.71
3041.0,0.74,0.72
3042.0,0.73,0.71
3043.0,0.74,0.72
3044.0,0.73,0.71
3045.0,0.74,0.73
3046.0,0.74,0.72
3047.0,0.73,0.73
3048.0,0.73,0.71
3049.0,0.73,0.73
3050.0,0.73,0.71
3051.0,0.74,0.72
3052.0,0.73,0.71
3053.0,0.74,0.73
3054.0,0.74,0.71
3055.0,0.73,0.73
3056.0,0.73,0.71
3057.0,0.74,0.73
3058.0,0.73,0.71
3059.0,0.73,0.73
3060.0,0.74,0.71
3061.0,0.73,0.72
3062.0,0.74,0.72
3063.0,0.73,0.73
3064.0,0.74,0.71
3065.0,0.74,0.72
3066.0,0.73,0.71
3067.0,0.73,0.72
3068.0,0.74,0.72
3069.0,0.74,0.73
3070.0,0.73,0.71
3071.0,0.73,0.73
3072.0,0.73,0.72
3073.0,0.73,0.73
3074.0,0.73,0.72
3075.0,0.74,0.72
3076.0,0.73,0.72
3077.0,0.73,0.73
3078.0,0.74,0.71
3079.0,0.73,0.73
3080.0,0.74,0.72
3081.0,0.73,0.72
3082.0,0.74,0.72
3083.0,0.73,0.73
3084.0,0.74,0.71
3085.0,0.74,0.72
3086.0,0.74,0.72
3087.0,0.73,0.73
3088.0,0.73,0.71
3089.0,0.73,0.72
3090.0,0.74,0.71
3091.0,0.74,0.73
3092.0,0.74,0.71
3093.0,0.73,0.72
3094.0,0.74,0.71
3095.0,0.73,0.72
3096.0,0.73,0.72
3097.0,0.74,0.72
3098.0,0.73,0.71
3099.0,0.74,0.72
3100.0,0.74,0.72
3101.0,0.74,0.73
3102.0,0.74,0.72
3103.0,0.74,0.72
3104.0,0.73,0.71
3105.0,0.74,0.72
3106.0,0.73,0.71
3107.0,0.73,0.72
3108.0,0.74,0.71
3109.0,0.74,0.73
3110.0,0.74,0.72
3111.0,0.73,0.72
3112.0,0.73,0.72
3113.0,0.73,0.72
3114.0,0.74,0.71
3115.0,0.74,0.72
3116.0,0.73,0.72
3117.0,0.73,0.72
3118.0,0.74,0.72
3119.0,0.74,0.72
3120.0,0.74,0.71
3121.0,0.73,0.73
3122.0,0.74,0.71
3123.0,0.74,0.72
3124.0,0.74,0.72
3125.0,0.74,0.72
3126.0,0.74,0.72
3127.0,0.73,0.72
3128.0,0.74,0.72
3129.0,0.74,0.73
3130.0,0.73,0.72
3131.0,0.73,0.73
3132.0,0.73,0.72
3133.0,0.73,0.73
3134.0,0.74,0.72
3135.0,0.73,0.73
3136.0,0.73,0.72
3137.0,0.74,0.72
3138.0,0.73,0.71
3139.0,0.74,0.73
3140.0,0.73,0.72
3141.0,0.74,0.73
3142.0,0.74,0.72
3143.0,0.73,0.73
3144.0,0.73,0.72
3145.0,0.73,0.72
3146.0,0.74,0.72
3147.0,0.73,0.73
3148.0,0.73,0.72
3149.0,0.73,0.72
3150.0,0.74,0.71
3151.0,0.73,0.72
3152.0,0.73,0.71
3153.0,0.73,0.73
3154.0,0.74,0.72
3155.0,0.73,0.73
3156.0,0.73,0.72
3157.0,0.73,0.72
3158.0,0.74,0.72
3159.0,0.74,0.73
3160.0,0.73,0.72
3161.0,0.73,0.73
3162.0,0.74,0.71
3163.0,0.74,0.73
3164.0,0.74,0.71
3165.0,0.73,0.72
3166.0,0.73,0.71
3167.0,0.74,0.73
3168.0,0.74,0.72
3169.0,0.74,0.72
3170.0,0.74,0.72
3171.0,0.74,0.72
3172.0,0.74,0.71
3173.0,0.73,0.72
3174.0,0.74,0.71
3175.0,0.73,0.72
3176.0,0.74,0.72
3177.0,0.74,0.73
3178.0,0.74,0.72
3179.0,0.73,0.73
3180.0,0.73,0.71
3181.0,0.74,0.72
3182.0,0.74,0.71
3183.0,0.73,0.72
3184.0,0.73,0.72
3185.0,0.74,0.72
3186.0,0.73,0.72
3187.0,0.73,0.73
3188.0,0.73,0.72
3189.0,0.74,0.72
3190.0,0.74,0.72
3191.0,0.73,0.73
3192.0,0.74,0.72
3193.0,0.73,0.72
3194.0,0.73,0.72
3195.0,0.74,0.72
3196.0,0.73,0.71
3197.0,0.74,0.73
3198.0,0.73,0.71
3199.0,0.74,0.72
3200.0,0.73,0.71
3201.0,0.73,0.72
3202.0,0.73,0.71
3203.0,0.74,0.72
3204.0,0.74,0.72
3205.0,0.74,0.73
3206.0,0.73,0.72
3207.0,0.73,0.73
3208.0,0.74,0.71
3209.0,0.73,0.73
3210.0,0.74,0.71
3211.0,0.73,0.72
3212.0,0.74,0.71
3213.0,0.74,0.73
3214.0,0.73,0.71
3215.0,0.73,0.72
3216.0,0.73,0.71
3217.0,0.73,0.72
3218.0,0.74,0.72
3219.0,0.74,0.72
3220.0,0.74,0.72
3221.0,0.74,0.73
3222.0,0.73,0.72
3223.0,0.73,0.73
3224.0,0.74,0.71
3225.0,0.74,0.72
3226.0,0.74,0.71
3227.0,0.73,0.72
3228.0,0.73,0.71
3229.0,0.73,0.72
3230.0,0.74,0.72
3231.0,0.73,0.73
3232.0,0.73,0.71
3233.0,0.74,0.72
3234.0,0.74,0.71
3235.0,0.73,0.72
3236.0,0.73,0.71
3237.0,0.73,0.72
3238.0,0.73,0.71
3239.0,0.74,0.73
3240.0,0.73,0.72
3241.0,0.73,0.73
3242.0,0.73,0.71
3243.0,0.74,0.73
3244.0,0.73,0.72
3245.0,0.73,0.73
3246.0,0.74,0.71
3247.0,0.74,0.72
3248.0,0.74,0.71
3249.0,0.74,0.72
3250.0,0.73,0.72
3251.0,0.74,0.73
3252.0,0.73,0.71
3253.0,0.73,0.72
3254.0,0.73,0.71
3255.0,0.74,0.73
3256.0,0.74,0.71
3257.0,0.73,0.73
3258.0,0.74,0.71
3259.0,0.74,0.73
3260.0,0.74,0.72
3261.0,0.73,0.72
3262.0,0.74,0.71
3263.0,0.73,0.72
3264.0,0.74,0.71
3265.0,0.73,0.72
3266.0,0.74,0.72
3267.0,0.74,0.72
3268.0,0.73,0.72
3269.0,0.74,0.73
3270.0,0.73,0.71
3271.0,0.73,0.72
3272.0,0.73,0.72
3273.0,0.74,0.72
3274.0,0.73,0.72
3275.0,0.74,0.73
3276.0,0.74,0.72
3277.0,0.73,0.72
3278.0,0.73,0.71
3279.0,0.73,0.72
3280.0,0.74,0.72
3281.0,0.73,0.73
3282.0,0.74,0.71
3283.0,0.73,0.73
3284.0,0.73,0.72
3285.0,0.74,0.72
3286.0,0.74,0.71
3287.0,0.74,0.73
3288.0,0.73,0.72
3289.0,0.73,0.72
3290.0,0.73,0.72
3291.0,0.73,0.72
3292.0,0.74,0.71
3293.0,0.73,0.73
3294.0,0.74,0.71
3295.0,0.74,0.72
3296.0,0.73,0.72
3297.0,0.74,0.72
3298.0,0.74,0.71
3299.0,0.74,0.73
