step,R1.0,R0.9,R0.8
5006.0,0.77,0.89,0.87
5007.0,0.77,0.91,0.88
5008.0,0.77,0.89,0.86
5009.0,0.77,0.91,0.89
5010.0,0.77,0.89,0.86
5011.0,0.77,0.91,0.89
5012.0,0.77,0.9,0.87
5013.0,0.77,0.9,0.89
5014.0,0.77,0.9,0.87
5015.0,0.77,0.9,0.88
5016.0,0.77,0.89,0.86
5017.0,0.77,0.9,0.89
5018.0,0.77,0.89,0.87
5019.0,0.77,0.9,0.9
5020.0,0.77,0.89,0.85
5021.0,0.77,0.9,0.9
5022.0,0.77,0.89,0.87
5023.0,0.77,0.9,0.89
5024.0,0.77,0.89,0.86
5025.0,0.77,0.9,0.89
5026.0,0.77,0.89,0.87
5027.0,0.77,0.9,0.88
5028.0,0.77,0.89,0.86
5029.0,0.77,0.9,0.89
5030.0,0.77,0.89,0.87
5031.0,0.77,0.9,0.88
5032.0,0.77,0.89,0.86
5033.0,0.77,0.9,0.89
5034.0,0.77,0.89,0.87
5035.0,0.77,0.9,0.88
5036.0,0.77,0.89,0.86
5037.0,0.77,0.9,0.88
5038.0,0.77,0.89,0.87
5039.0,0.77,0.9,0.88
5040.0,0.77,0.89,0.86
5041.0,0.77,0.9,0.88
5042.0,0.77,0.89,0.86
5043.0,0.77,0.9,0.89
5044.0,0.77,0.89,0.87
5045.0,0.77,0.9,0.88
5046.0,0.77,0.89,0.87
5047.0,0.77,0.9,0.89
5048.0,0.77,0.89,0.86
5049.0,0.77,0.9,0.88
5050.0,0.77,0.89,0.86
5051.0,0.77,0.9,0.88
5052.0,0.77,0.89,0.87
5053.0,0.77,0.9,0.88
5054.0,0.77,0.89,0.86
5055.0,0.77,0.9,0.88
5056.0,0.77,0.89,0.85
5057.0,0.77,0.9,0.9
5058.0,0.77,0.89,0.87
5059.0,0.77,0.9,0.88
5060.0,0.77,0.89,0.86
5061.0,0.77,0.9,0.89
5062.0,0.77,0.89,0.87
5063.0,0.77,0.9,0.88
5064.0,0.77,0.89,0.86
5065.0,0.77,0.9,0.89
5066.0,0.77,0.89,0.87
5067.0,0.77,0.9,0.88
5068.0,0.77,0.89,0.86
5069.0,0.77,0.9,0.88
5070.0,0.77,0.89,0.86
5071.0,0.76,0.9,0.89
5072.0,0.76,0.89,0.87
5073.0,0.76,0.9,0.89
5074.0,0.76,0.89,0.87
5075.0,0.77,0.9,0.88
5076.0,0.77,0.89,0.87
5077.0,0.77,0.9,0.88
5078.0,0.77,0.89,0.85
5079.0,0.77,0.9,0.89
5080.0,0.76,0.89,0.86
5081.0,0.76,0.9,0.88
5082.0,0.76,0.89,0.85
5083.0,0.76,0.9,0.89
5084.0,0.76,0.89,0.86
5085.0,0.76,0.9,0.9
5086.0,0.76,0.89,0.86
5087.0,0.76,0.9,0.88
5088.0,0.76,0.89,0.87
5089.0,0.76,0.9,0.88
5090.0,0.76,0.89,0.86
5091.0,0.76,0.9,0.89
5092.0,0.76,0.89,0.86
5093.0,0.76,0.9,0.89
5094.0,0.76,0.89,0.87
5095.0,0.76,0.9,0.89
5096.0,0.76,0.89,0.85
5097.0,0.76,0.9,0.9
5098.0,0.76,0.89,0.87
5099.0,0.76,0.9,0.89
5100.0,0.76,0.89,0.87
5101.0,0.76,0.9,0.88
5102.0,0.76,0.89,0.85
5103.0,0.76,0.91,0.9
5104.0,0.76,0.89,0.87
5105.0,0.76,0.91,0.88
5106.0,0.76,0.89,0.85
5107.0,0.76,0.91,0.9
5108.0,0.76,0.89,0.86
5109.0,0.76,0.9,0.89
5110.0,0.76,0.89,0.85
5111.0,0.76,0.91,0.89
5112.0,0.76,0.9,0.86
5113.0,0.76,0.91,0.89
5114.0,0.76,0.9,0.86
5115.0,0.76,0.91,0.88
5116.0,0.76,0.9,0.85
5117.0,0.76,0.91,0.89
5118.0,0.76,0.9,0.87
5119.0,0.76,0.91,0.89
5120.0,0.76,0.9,0.86
5121.0,0.76,0.91,0.89
5122.0,0.76,0.9,0.85
5123.0,0.76,0.91,0.89
5124.0,0.76,0.9,0.87
5125.0,0.76,0.91,0.89
5126.0,0.76,0.9,0.85
5127.0,0.76,0.91,0.89
5128.0,0.76,0.9,0.86
5129.0,0.76,0.91,0.89
5130.0,0.76,0.9,0.87
5131.0,0.76,0.91,0.89
5132.0,0.76,0.9,0.86
5133.0,0.77,0.91,0.88
5134.0,0.76,0.9,0.87
5135.0,0.76,0.91,0.88
5136.0,0.76,0.9,0.85
5137.0,0.76,0.91,0.89
5138.0,0.76,0.9,0.87
5139.0,0.76,0.91,0.88
5140.0,0.76,0.9,0.87
5141.0,0.76,0.91,0.88
5142.0,0.76,0.9,0.86
5143.0,0.76,0.91,0.89
5144.0,0.76,0.9,0.85
5145.0,0.76,0.91,0.9
5146.0,0.76,0.9,0.85
5147.0,0.76,0.91,0.89
5148.0,0.76,0.9,0.87
5149.0,0.76,0.91,0.88
5150.0,0.76,0.9,0.86
5151.0,0.76,0.91,0.89
5152.0,0.76,0.9,0.87
5153.0,0.76,0.91,0.89
5154.0,0.76,0.9,0.87
5155.0,0.76,0.91,0.88
5156.0,0.76,0.9,0.87
5157.0,0.76,0.91,0.88
5158.0,0.76,0.9,0.85
5159.0,0.76,0.91,0.9
5160.0,0.76,0.9,0.86
5161.0,0.77,0.91,0.9
5162.0,0.77,0.9,0.87
5163.0,0.77,0.91,0.89
5164.0,0.77,0.9,0.86
5165.0,0.77,0.91,0.9
5166.0,0.77,0.9,0.87
5167.0,0.77,0.91,0.89
5168.0,0.77,0.9,0.85
5169.0,0.77,0.91,0.9
5170.0,0.77,0.9,0.86
5171.0,0.77,0.91,0.88
5172.0,0.77,0.9,0.86
5173.0,0.77,0.91,0.89
5174.0,0.77,0.9,0.86
5175.0,0.77,0.91,0.89
5176.0,0.77,0.9,0.85
5177.0,0.77,0.91,0.9
5178.0,0.77,0.9,0.86
5179.0,0.77,0.91,0.88
5180.0,0.77,0.9,0.86
5181.0,0.77,0.91,0.89
5182.0,0.77,0.9,0.85
5183.0,0.77,0.91,0.9
5184.0,0.77,0.9,0.87
5185.0,0.77,0.91,0.88
5186.0,0.77,0.9,0.87
5187.0,0.77,0.91,0.88
5188.0,0.77,0.9,0.87
5189.0,0.77,0.91,0.89
5190.0,0.77,0.9,0.86
5191.0,0.77,0.91,0.89
5192.0,0.77,0.9,0.87
5193.0,0.77,0.91,0.88
5194.0,0.77,0.9,0.86
5195.0,0.77,0.91,0.9
5196.0,0.77,0.9,0.87
5197.0,0.77,0.91,0.88
5198.0,0.77,0.9,0.86
5199.0,0.77,0.91,0.9
5200.0,0.77,0.9,0.87
5201.0,0.77,0.91,0.89
5202.0,0.77,0.9,0.86
5203.0,0.77,0.91,0.89
5204.0,0.77,0.9,0.86
5205.0,0.77,0.91,0.89
5206.0,0.77,0.9,0.87
5207.0,0.77,0.91,0.88
5208.0,0.77,0.9,0.87
5209.0,0.77,0.91,0.88
5210.0,0.77,0.9,0.87
5211.0,0.77,0.91,0.88
5212.0,0.77,0.9,0.86
5213.0,0.76,0.91,0.89
5214.0,0.77,0.9,0.87
5215.0,0.77,0.91,0.88
5216.0,0.77,0.9,0.86
5217.0,0.77,0.91,0.9
5218.0,0.77,0.9,0.86
5219.0,0.77,0.91,0.89
5220.0,0.77,0.9,0.87
5221.0,0.77,0.91,0.88
5222.0,0.77,0.9,0.87
5223.0,0.77,0.91,0.88
5224.0,0.77,0.9,0.87
5225.0,0.77,0.91,0.88
5226.0,0.77,0.9,0.86
5227.0,0.77,0.91,0.89
5228.0,0.77,0.9,0.87
5229.0,0.77,0.91,0.89
5230.0,0.77,0.9,0.86
5231.0,0.77,0.91,0.89
5232.0,0.77,0.9,0.87
5233.0,0.77,0.91,0.88
5234.0,0.77,0.9,0.86
5235.0,0.77,0.91,0.9
5236.0,0.77,0.9,0.87
5237.0,0.77,0.91,0.88
5238.0,0.77,0.9,0.87
5239.0,0.77,0.91,0.89
5240.0,0.77,0.9,0.85
5241.0,0.76,0.91,0.9
5242.0,0.76,0.9,0.86
5243.0,0.76,0.91,0.89
5244.0,0.76,0.9,0.85
5245.0,0.76,0.91,0.88
5246.0,0.76,0.9,0.86
5247.0,0.76,0.91,0.89
5248.0,0.76,0.9,0.85
5249.0,0.76,0.91,0.9
5250.0,0.76,0.9,0.86
5251.0,0.76,0.91,0.89
5252.0,0.76,0.9,0.87
5253.0,0.76,0.91,0.88
5254.0,0.76,0.9,0.85
5255.0,0.76,0.91,0.9
5256.0,0.76,0.9,0.86
5257.0,0.76,0.91,0.89
5258.0,0.76,0.9,0.86
5259.0,0.76,0.91,0.89
5260.0,0.76,0.9,0.86
5261.0,0.76,0.91,0.89
5262.0,0.76,0.9,0.85
5263.0,0.76,0.91,0.9
5264.0,0.76,0.9,0.86
5265.0,0.76,0.91,0.88
5266.0,0.76,0.9,0.85
5267.0,0.77,0.91,0.9
5268.0,0.77,0.9,0.86
5269.0,0.77,0.91,0.88
5270.0,0.77,0.9,0.86
5271.0,0.77,0.91,0.89
5272.0,0.77,0.9,0.87
5273.0,0.77,0.91,0.89
5274.0,0.77,0.9,0.86
5275.0,0.77,0.91,0.89
5276.0,0.77,0.9,0.86
5277.0,0.77,0.91,0.89
5278.0,0.77,0.9,0.85
5279.0,0.77,0.91,0.89
5280.0,0.77,0.9,0.85
5281.0,0.77,0.91,0.9
5282.0,0.77,0.9,0.87
5283.0,0.77,0.91,0.88
5284.0,0.77,0.9,0.87
5285.0,0.77,0.91,0.88
5286.0,0.77,0.9,0.87
5287.0,0.77,0.91,0.88
5288.0,0.77,0.9,0.86
5289.0,0.77,0.91,0.9
5290.0,0.77,0.9,0.85
5291.0,0.77,0.91,0.9
5292.0,0.77,0.9,0.86
5293.0,0.77,0.91,0.89
5294.0,0.77,0.9,0.87
5295.0,0.77,0.91,0.88
5296.0,0.77,0.9,0.87
5297.0,0.77,0.91,0.88
5298.0,0.77,0.9,0.87
5299.0,0.77,0.91,0.88
5300.0,0.77,0.9,0.85
5301.0,0.77,0.91,0.9
5302.0,0.77,0.9,0.87
5303.0,0.77,0.91,0.88
5304.0,0.77,0.9,0.86
5305.0,0.77,0.91,0.89
5306.0,0.77,0.9,0.87
5307.0,0.77,0.91,0.89
5308.0,0.77,0.9,0.86
5309.0,0.77,0.91,0.89
5310.0,0.77,0.9,0.85
5311.0,0.77,0.91,0.9
5312.0,0.77,0.9,0.87
5313.0,0.77,0.91,0.88
5314.0,0.77,0.9,0.86
5315.0,0.77,0.91,0.88
5316.0,0.77,0.9,0.86
5317.0,0.77,0.91,0.89
5318.0,0.77,0.9,0.87
5319.0,0.77,0.91,0.88
5320.0,0.77,0.9,0.86
5321.0,0.77,0.91,0.9
5322.0,0.77,0.9,0.86
5323.0,0.77,0.91,0.88
5324.0,0.77,0.9,0.87
5325.0,0.77,0.91,0.89
5326.0,0.77,0.9,0.87
5327.0,0.77,0.91,0.89
5328.0,0.77,0.9,0.87
5329.0,0.77,0.91,0.89
5330.0,0.77,0.9,0.86
5331.0,0.77,0.91,0.89
5332.0,0.77,0.9,0.87
5333.0,0.77,0.91,0.88
5334.0,0.77,0.9,0.86
5335.0,0.77,0.91,0.9
5336.0,0.77,0.9,0.87
5337.0,0.77,0.91,0.88
5338.0,0.77,0.9,0.87
5339.0,0.77,0.91,0.88
5340.0,0.77,0.9,0.87
5341.0,0.77,0.91,0.88
5342.0,0.77,0.9,0.87
5343.0,0.77,0.91,0.89
5344.0,0.77,0.9,0.86
5345.0,0.77,0.91,0.89
5346.0,0.77,0.9,0.86
5347.0,0.77,0.91,0.89
5348.0,0.77,0.9,0.86
5349.0,0.77,0.91,0.89
5350.0,0.77,0.9,0.86
5351.0,0.77,0.91,0.89
5352.0,0.77,0.9,0.87
5353.0,0.77,0.91,0.88
5354.0,0.77,0.9,0.87
5355.0,0.77,0.9,0.88
5356.0,0.77,0.9,0.86
5357.0,0.77,0.9,0.89
5358.0,0.77,0.9,0.87
5359.0,0.77,0.9,0.89
5360.0,0.77,0.9,0.85
5361.0,0.77,0.9,0.89
5362.0,0.77,0.9,0.86
5363.0,0.77,0.9,0.89
5364.0,0.77,0.9,0.87
5365.0,0.77,0.9,0.88
5366.0,0.77,0.9,0.86
5367.0,0.77,0.9,0.89
5368.0,0.77,0.9,0.86
5369.0,0.77,0.9,0.88
5370.0,0.77,0.9,0.85
5371.0,0.77,0.9,0.9
5372.0,0.77,0.9,0.87
5373.0,0.77,0.9,0.89
5374.0,0.77,0.9,0.87
5375.0,0.77,0.9,0.89
5376.0,0.77,0.9,0.87
5377.0,0.77,0.9,0.89
5378.0,0.77,0.9,0.86
5379.0,0.77,0.9,0.88
5380.0,0.77,0.9,0.87
5381.0,0.77,0.91,0.88
5382.0,0.77,0.9,0.85
5383.0,0.76,0.91,0.9
5384.0,0.76,0.9,0.86
5385.0,0.76,0.91,0.89
5386.0,0.76,0.9,0.86
5387.0,0.76,0.91,0.88
5388.0,0.76,0.9,0.85
5389.0,0.76,0.91,0.89
5390.0,0.76,0.9,0.85
5391.0,0.76,0.91,0.9
5392.0,0.76,0.9,0.86
5393.0,0.76,0.91,0.89
5394.0,0.76,0.9,0.86
5395.0,0.76,0.91,0.89
5396.0,0.76,0.9,0.86
5397.0,0.76,0.91,0.89
5398.0,0.76,0.9,0.86
5399.0,0.76,0.91,0.89
5400.0,0.76,0.9,0.86
5401.0,0.76,0.91,0.9
5402.0,0.76,0.9,0.87
5403.0,0.76,0.91,0.88
5404.0,0.76,0.9,0.87
5405.0,0.76,0.91,0.88
5406.0,0.76,0.9,0.85
5407.0,0.76,0.91,0.89
5408.0,0.76,0.9,0.85
5409.0,0.76,0.91,0.89
5410.0,0.76,0.9,0.86
5411.0,0.76,0.91,0.89
5412.0,0.76,0.9,0.87
5413.0,0.76,0.91,0.88
5414.0,0.76,0.9,0.87
5415.0,0.76,0.91,0.88
5416.0,0.76,0.9,0.85
5417.0,0.76,0.91,0.88
5418.0,0.76,0.9,0.85
5419.0,0.76,0.91,0.9
5420.0,0.76,0.9,0.85
5421.0,0.76,0.91,0.9
5422.0,0.76,0.9,0.87
5423.0,0.76,0.91,0.89
5424.0,0.76,0.9,0.85
5425.0,0.76,0.91,0.89
5426.0,0.76,0.9,0.87
5427.0,0.76,0.91,0.88
5428.0,0.76,0.9,0.86
5429.0,0.76,0.91,0.89
5430.0,0.76,0.9,0.85
5431.0,0.76,0.91,0.89
5432.0,0.76,0.9,0.86
5433.0,0.76,0.91,0.89
5434.0,0.76,0.9,0.86
5435.0,0.76,0.91,0.88
5436.0,0.76,0.9,0.85
5437.0,0.76,0.91,0.89
5438.0,0.76,0.9,0.86
5439.0,0.76,0.91,0.88
5440.0,0.76,0.9,0.86
5441.0,0.76,0.91,0.89
5442.0,0.76,0.9,0.85
5443.0,0.76,0.91,0.9
5444.0,0.76,0.9,0.86
5445.0,0.76,0.91,0.89
5446.0,0.76,0.9,0.86
5447.0,0.76,0.91,0.88
5448.0,0.76,0.9,0.85
5449.0,0.76,0.91,0.89
5450.0,0.76,0.9,0.87
5451.0,0.76,0.91,0.89
5452.0,0.76,0.9,0.86
5453.0,0.76,0.91,0.9
5454.0,0.76,0.9,0.87
5455.0,0.76,0.91,0.88
5456.0,0.76,0.9,0.87
5457.0,0.76,0.91,0.9
5458.0,0.76,0.9,0.86
5459.0,0.76,0.91,0.9
5460.0,0.76,0.9,0.86
5461.0,0.76,0.91,0.89
5462.0,0.76,0.9,0.87
5463.0,0.76,0.91,0.88
5464.0,0.76,0.9,0.86
5465.0,0.76,0.91,0.89
5466.0,0.76,0.9,0.87
5467.0,0.76,0.91,0.88
5468.0,0.76,0.9,0.86
5469.0,0.76,0.91,0.88
5470.0,0.76,0.9,0.86
5471.0,0.76,0.91,0.88
5472.0,0.76,0.9,0.85
5473.0,0.76,0.91,0.9
5474.0,0.76,0.9,0.87
5475.0,0.76,0.91,0.89
5476.0,0.76,0.9,0.86
5477.0,0.76,0.91,0.89
5478.0,0.76,0.9,0.86
5479.0,0.76,0.91,0.88
5480.0,0.76,0.9,0.86
5481.0,0.76,0.91,0.89
5482.0,0.76,0.9,0.86
5483.0,0.76,0.91,0.88
5484.0,0.76,0.9,0.87
5485.0,0.76,0.91,0.88
5486.0,0.76,0.9,0.85
5487.0,0.76,0.91,0.89
5488.0,0.76,0.9,0.86
5489.0,0.76,0.91,0.88
5490.0,0.76,0.9,0.87
5491.0,0.76,0.91,0.89
5492.0,0.76,0.9,0.86
5493.0,0.76,0.91,0.89
5494.0,0.76,0.9,0.85
5495.0,0.76,0.91,0.88
5496.0,0.76,0.9,0.85
5497.0,0.76,0.91,0.89
5498.0,0.76,0.9,0.87
5499.0,0.76,0.91,0.88
5500.0,0.76,0.9,0.87
5501.0,0.76,0.91,0.89
5502.0,0.76,0.9,0.87
5503.0,0.76,0.91,0.89
5504.0,0.76,0.9,0.87
5505.0,0.76,0.91,0.89
5506.0,0.76,0.9,0.86
5507.0,0.76,0.91,0.88
5508.0,0.76,0.9,0.86
5509.0,0.76,0.91,0.89
5510.0,0.76,0.9,0.86
5511.0,0.76,0.91,0.88
5512.0,0.76,0.9,0.87
5513.0,0.76,0.91,0.89
5514.0,0.76,0.9,0.86
5515.0,0.76,0.91,0.9
5516.0,0.77,0.9,0.87
5517.0,0.77,0.91,0.89
5518.0,0.77,0.9,0.86
5519.0,0.77,0.91,0.89
5520.0,0.77,0.9,0.85
5521.0,0.77,0.91,0.9
5522.0,0.77,0.9,0.86
5523.0,0.77,0.91,0.89
5524.0,0.77,0.9,0.86
5525.0,0.77,0.91,0.89
5526.0,0.77,0.9,0.86
5527.0,0.77,0.91,0.88
5528.0,0.77,0.9,0.85
5529.0,0.77,0.91,0.88
5530.0,0.77,0.9,0.86
5531.0,0.77,0.91,0.89
5532.0,0.77,0.9,0.87
5533.0,0.77,0.91,0.89
5534.0,0.77,0.9,0.86
5535.0,0.77,0.91,0.88
5536.0,0.77,0.9,0.85
5537.0,0.77,0.91,0.9
5538.0,0.77,0.9,0.85
5539.0,0.77,0.91,0.89
5540.0,0.77,0.9,0.86
5541.0,0.77,0.91,0.89
5542.0,0.77,0.9,0.87
5543.0,0.77,0.91,0.89
5544.0,0.77,0.9,0.86
5545.0,0.77,0.91,0.88
5546.0,0.77,0.9,0.86
5547.0,0.77,0.91,0.88
5548.0,0.77,0.9,0.86
5549.0,0.77,0.91,0.89
5550.0,0.77,0.9,0.87
5551.0,0.77,0.91,0.89
5552.0,0.77,0.9,0.86
5553.0,0.77,0.91,0.89
5554.0,0.77,0.9,0.86
5555.0,0.77,0.91,0.89
5556.0,0.77,0.9,0.86
5557.0,0.77,0.91,0.89
5558.0,0.77,0.9,0.86
5559.0,0.76,0.91,0.89
5560.0,0.76,0.9,0.86
5561.0,0.76,0.91,0.89
5562.0,0.76,0.9,0.86
5563.0,0.76,0.91,0.88
5564.0,0.76,0.9,0.87
5565.0,0.76,0.91,0.88
5566.0,0.76,0.9,0.86
5567.0,0.76,0.91,0.9
5568.0,0.76,0.9,0.86
5569.0,0.76,0.91,0.88
5570.0,0.76,0.9,0.85
5571.0,0.76,0.91,0.9
5572.0,0.76,0.9,0.86
5573.0,0.76,0.91,0.89
5574.0,0.76,0.9,0.87
5575.0,0.76,0.91,0.89
5576.0,0.76,0.9,0.87
5577.0,0.76,0.91,0.88
5578.0,0.76,0.9,0.87
5579.0,0.76,0.91,0.88
5580.0,0.76,0.9,0.85
5581.0,0.76,0.91,0.89
5582.0,0.76,0.9,0.87
5583.0,0.76,0.91,0.9
5584.0,0.76,0.9,0.86
5585.0,0.76,0.91,0.88
5586.0,0.76,0.9,0.87
5587.0,0.76,0.91,0.89
5588.0,0.76,0.9,0.87
5589.0,0.76,0.91,0.88
5590.0,0.76,0.9,0.85
5591.0,0.76,0.91,0.89
5592.0,0.76,0.9,0.85
5593.0,0.76,0.91,0.9
5594.0,0.76,0.9,0.86
5595.0,0.76,0.91,0.88
5596.0,0.76,0.9,0.86
5597.0,0.76,0.91,0.9
5598.0,0.76,0.9,0.87
5599.0,0.76,0.91,0.89
5600.0,0.76,0.9,0.87
5601.0,0.76,0.91,0.89
5602.0,0.76,0.9,0.85
5603.0,0.76,0.91,0.89
5604.0,0.76,0.9,0.85
5605.0,0.76,0.91,0.88
5606.0,0.76,0.9,0.86
5607.0,0.76,0.91,0.89
5608.0,0.77,0.9,0.87
5609.0,0.77,0.91,0.89
5610.0,0.77,0.9,0.87
5611.0,0.77,0.91,0.88
5612.0,0.77,0.9,0.87
5613.0,0.77,0.91,0.88
5614.0,0.77,0.9,0.87
5615.0,0.77,0.91,0.89
5616.0,0.77,0.9,0.86
5617.0,0.77,0.91,0.89
5618.0,0.77,0.9,0.87
5619.0,0.77,0.91,0.89
5620.0,0.77,0.9,0.86
5621.0,0.77,0.91,0.9
5622.0,0.77,0.9,0.87
5623.0,0.77,0.91,0.89
5624.0,0.77,0.9,0.86
5625.0,0.77,0.91,0.89
5626.0,0.77,0.9,0.87
5627.0,0.77,0.91,0.89
5628.0,0.77,0.9,0.87
5629.0,0.77,0.91,0.89
5630.0,0.77,0.9,0.87
5631.0,0.77,0.91,0.89
5632.0,0.77,0.9,0.87
5633.0,0.77,0.91,0.88
5634.0,0.77,0.9,0.86
5635.0,0.77,0.91,0.89
5636.0,0.77,0.9,0.87
5637.0,0.77,0.91,0.88
5638.0,0.77,0.9,0.86
5639.0,0.77,0.91,0.89
5640.0,0.77,0.9,0.85
5641.0,0.77,0.91,0.9
5642.0,0.77,0.9,0.86
5643.0,0.77,0.91,0.9
5644.0,0.77,0.9,0.85
5645.0,0.77,0.91,0.9
5646.0,0.77,0.9,0.86
5647.0,0.77,0.91,0.89
5648.0,0.77,0.9,0.86
5649.0,0.77,0.91,0.89
5650.0,0.77,0.9,0.85
5651.0,0.77,0.91,0.9
5652.0,0.77,0.9,0.86
5653.0,0.77,0.91,0.88
5654.0,0.77,0.9,0.85
5655.0,0.77,0.91,0.9
5656.0,0.77,0.9,0.85
5657.0,0.77,0.91,0.88
5658.0,0.77,0.9,0.87
5659.0,0.76,0.91,0.88
5660.0,0.76,0.9,0.86
5661.0,0.76,0.91,0.88
5662.0,0.76,0.9,0.87
5663.0,0.76,0.91,0.88
5664.0,0.76,0.9,0.86
5665.0,0.76,0.91,0.89
5666.0,0.76,0.9,0.87
5667.0,0.76,0.91,0.88
5668.0,0.76,0.9,0.87
5669.0,0.76,0.91,0.89
5670.0,0.76,0.9,0.86
5671.0,0.76,0.91,0.9
5672.0,0.76,0.9,0.87
5673.0,0.76,0.91,0.88
5674.0,0.76,0.9,0.87
5675.0,0.76,0.91,0.88
5676.0,0.76,0.9,0.87
5677.0,0.76,0.91,0.88
5678.0,0.76,0.9,0.87
5679.0,0.76,0.91,0.88
5680.0,0.76,0.9,0.86
5681.0,0.76,0.91,0.89
5682.0,0.76,0.9,0.85
5683.0,0.76,0.91,0.89
5684.0,0.76,0.9,0.86
5685.0,0.76,0.91,0.89
5686.0,0.76,0.9,0.87
5687.0,0.76,0.91,0.88
5688.0,0.76,0.9,0.86
5689.0,0.76,0.91,0.89
5690.0,0.76,0.9,0.87
5691.0,0.76,0.91,0.88
5692.0,0.76,0.9,0.86
5693.0,0.76,0.91,0.89
5694.0,0.76,0.9,0.86
5695.0,0.76,0.91,0.89
5696.0,0.76,0.9,0.85
5697.0,0.76,0.91,0.89
5698.0,0.76,0.9,0.86
5699.0,0.76,0.91,0.89
5700.0,0.76,0.9,0.87
5701.0,0.76,0.91,0.88
5702.0,0.76,0.9,0.87
5703.0,0.76,0.91,0.88
5704.0,0.76,0.9,0.86
5705.0,0.76,0.91,0.88
5706.0,0.76,0.9,0.86
5707.0,0.76,0.91,0.89
5708.0,0.76,0.9,0.86
5709.0,0.76,0.91,0.88
5710.0,0.76,0.9,0.86
5711.0,0.76,0.91,0.89
5712.0,0.76,0.9,0.87
5713.0,0.76,0.91,0.88
5714.0,0.76,0.9,0.86
5715.0,0.76,0.91,0.89
5716.0,0.76,0.9,0.87
5717.0,0.76,0.91,0.88
5718.0,0.76,0.9,0.87
5719.0,0.76,0.91,0.89
5720.0,0.76,0.9,0.87
5721.0,0.76,0.91,0.88
5722.0,0.76,0.9,0.86
5723.0,0.76,0.91,0.89
5724.0,0.76,0.9,0.86
5725.0,0.76,0.91,0.89
5726.0,0.76,0.9,0.87
5727.0,0.76,0.91,0.89
5728.0,0.76,0.9,0.86
5729.0,0.76,0.91,0.89
5730.0,0.76,0.9,0.87
5731.0,0.76,0.91,0.88
5732.0,0.76,0.9,0.87
5733.0,0.76,0.91,0.88
5734.0,0.76,0.9,0.87
5735.0,0.76,0.91,0.88
5736.0,0.76,0.9,0.86
5737.0,0.76,0.91,0.89
5738.0,0.76,0.9,0.87
5739.0,0.76,0.91,0.88
5740.0,0.76,0.9,0.85
5741.0,0.76,0.91,0.89
5742.0,0.76,0.9,0.86
5743.0,0.76,0.91,0.88
5744.0,0.76,0.9,0.85
5745.0,0.76,0.91,0.9
5746.0,0.76,0.9,0.86
5747.0,0.76,0.91,0.88
5748.0,0.76,0.9,0.86
5749.0,0.76,0.91,0.89
5750.0,0.76,0.9,0.87
5751.0,0.76,0.91,0.88
5752.0,0.76,0.9,0.87
5753.0,0.77,0.91,0.89
5754.0,0.77,0.9,0.86
5755.0,0.77,0.91,0.89
5756.0,0.77,0.9,0.87
5757.0,0.77,0.91,0.89
5758.0,0.77,0.9,0.86
5759.0,0.77,0.91,0.89
5760.0,0.77,0.9,0.86
5761.0,0.77,0.91,0.89
5762.0,0.77,0.9,0.87
5763.0,0.77,0.91,0.89
5764.0,0.77,0.9,0.86
5765.0,0.77,0.91,0.88
5766.0,0.77,0.9,0.86
5767.0,0.77,0.91,0.9
5768.0,0.77,0.9,0.87
5769.0,0.77,0.91,0.89
5770.0,0.77,0.9,0.86
5771.0,0.77,0.91,0.89
5772.0,0.77,0.9,0.85
5773.0,0.77,0.91,0.9
5774.0,0.77,0.9,0.87
5775.0,0.77,0.91,0.89
5776.0,0.77,0.9,0.87
5777.0,0.77,0.91,0.88
5778.0,0.77,0.9,0.87
5779.0,0.77,0.91,0.88
5780.0,0.77,0.9,0.87
5781.0,0.77,0.91,0.89
5782.0,0.77,0.9,0.87
5783.0,0.77,0.91,0.89
5784.0,0.77,0.9,0.86
5785.0,0.77,0.91,0.88
5786.0,0.77,0.9,0.86
5787.0,0.77,0.91,0.9
5788.0,0.77,0.9,0.87
5789.0,0.77,0.91,0.89
5790.0,0.77,0.9,0.86
5791.0,0.77,0.91,0.89
5792.0,0.77,0.9,0.86
5793.0,0.77,0.91,0.89
5794.0,0.77,0.9,0.87
5795.0,0.77,0.91,0.88
5796.0,0.77,0.9,0.86
5797.0,0.77,0.91,0.89
5798.0,0.77,0.9,0.87
5799.0,0.77,0.91,0.89
5800.0,0.77,0.9,0.86
5801.0,0.77,0.91,0.88
5802.0,0.77,0.9,0.87
5803.0,0.77,0.91,0.89
5804.0,0.77,0.89,0.87
5805.0,0.77,0.91,0.88
5806.0,0.77,0.89,0.86
5807.0,0.77,0.91,0.89
5808.0,0.77,0.89,0.87
5809.0,0.77,0.91,0.89
5810.0,0.77,0.89,0.86
5811.0,0.77,0.91,0.88
5812.0,0.77,0.89,0.86
5813.0,0.77,0.91,0.88
5814.0,0.77,0.89,0.85
5815.0,0.77,0.91,0.9
5816.0,0.77,0.89,0.86
5817.0,0.77,0.91,0.89
5818.0,0.77,0.89,0.86
5819.0,0.77,0.91,0.9
5820.0,0.77,0.89,0.86
5821.0,0.77,0.91,0.89
5822.0,0.77,0.89,0.87
5823.0,0.77,0.91,0.9
5824.0,0.77,0.89,0.87
5825.0,0.77,0.91,0.88
5826.0,0.77,0.89,0.86
5827.0,0.77,0.91,0.89
