step,R1.0,R0.9,R0.8
2960.0,0.77,0.88,0.85
2961.0,0.77,0.88,0.89
2962.0,0.77,0.88,0.86
2963.0,0.77,0.88,0.88
2964.0,0.77,0.87,0.86
2965.0,0.77,0.89,0.88
2966.0,0.77,0.87,0.86
2967.0,0.77,0.89,0.88
2968.0,0.77,0.87,0.85
2969.0,0.77,0.89,0.88
2970.0,0.77,0.87,0.86
2971.0,0.77,0.89,0.88
2972.0,0.77,0.87,0.86
2973.0,0.77,0.89,0.88
2974.0,0.77,0.87,0.86
2975.0,0.77,0.89,0.89
2976.0,0.77,0.88,0.86
2977.0,0.77,0.89,0.88
2978.0,0.77,0.88,0.85
2979.0,0.77,0.9,0.89
2980.0,0.77,0.87,0.86
2981.0,0.77,0.9,0.88
2982.0,0.77,0.87,0.86
2983.0,0.77,0.89,0.88
2984.0,0.77,0.88,0.86
2985.0,0.77,0.89,0.89
2986.0,0.77,0.88,0.85
2987.0,0.77,0.89,0.89
2988.0,0.77,0.89,0.86
2989.0,0.77,0.88,0.89
2990.0,0.77,0.88,0.85
2991.0,0.77,0.89,0.89
2992.0,0.77,0.89,0.86
2993.0,0.77,0.89,0.89
2994.0,0.77,0.89,0.85
2995.0,0.77,0.88,0.89
2996.0,0.77,0.89,0.86
2997.0,0.77,0.88,0.88
2998.0,0.77,0.88,0.85
2999.0,0.77,0.88,0.88
3000.0,0.77,0.89,0.86
3001.0,0.77,0.89,0.88
3002.0,0.77,0.89,0.86
3003.0,0.77,0.89,0.88
3004.0,0.77,0.88,0.86
3005.0,0.77,0.88,0.88
3006.0,0.77,0.89,0.86
3007.0,0.77,0.88,0.89
3008.0,0.77,0.88,0.85
3009.0,0.77,0.89,0.89
3010.0,0.77,0.89,0.86
3011.0,0.77,0.89,0.88
3012.0,0.77,0.89,0.85
3013.0,0.77,0.88,0.88
3014.0,0.77,0.87,0.86
3015.0,0.77,0.88,0.88
3016.0,0.77,0.87,0.85
3017.0,0.77,0.89,0.89
3018.0,0.77,0.88,0.86
3019.0,0.77,0.9,0.88
3020.0,0.77,0.89,0.85
3021.0,0.77,0.9,0.89
3022.0,0.77,0.88,0.84
3023.0,0.77,0.9,0.88
3024.0,0.77,0.88,0.85
3025.0,0.77,0.9,0.89
3026.0,0.77,0.87,0.84
3027.0,0.77,0.89,0.88
3028.0,0.77,0.89,0.84
3029.0,0.77,0.89,0.89
3030.0,0.77,0.87,0.85
3031.0,0.77,0.89,0.89
3032.0,0.77,0.88,0.84
3033.0,0.77,0.89,0.88
3034.0,0.77,0.88,0.85
3035.0,0.77,0.89,0.89
3036.0,0.77,0.89,0.84
3037.0,0.77,0.89,0.89
3038.0,0.77,0.88,0.83
3039.0,0.77,0.89,0.88
3040.0,0.77,0.87,0.84
3041.0,0.77,0.9,0.88
3042.0,0.77,0.88,0.83
3043.0,0.77,0.89,0.89
3044.0,0.77,0.88,0.84
3045.0,0.77,0.89,0.88
3046.0,0.77,0.87,0.84
3047.0,0.77,0.9,0.89
3048.0,0.77,0.87,0.84
3049.0,0.76,0.9,0.88
3050.0,0.76,0.88,0.85
3051.0,0.76,0.89,0.88
3052.0,0.76,0.88,0.83
3053.0,0.76,0.89,0.88
3054.0,0.76,0.88,0.83
3055.0,0.76,0.89,0.87
3056.0,0.76,0.88,0.83
3057.0,0.76,0.89,0.88
3058.0,0.76,0.88,0.84
3059.0,0.76,0.89,0.87
3060.0,0.76,0.88,0.84
3061.0,0.76,0.89,0.87
3062.0,0.76,0.88,0.84
3063.0,0.76,0.89,0.87
3064.0,0.75,0.88,0.84
3065.0,0.76,0.89,0.87
3066.0,0.76,0.89,0.83
3067.0,0.76,0.88,0.88
3068.0,0.76,0.88,0.84
3069.0,0.76,0.89,0.87
3070.0,0.76,0.89,0.84
3071.0,0.76,0.89,0.89
3072.0,0.76,0.88,0.84
3073.0,0.76,0.89,0.89
3074.0,0.76,0.89,0.83
3075.0,0.76,0.91,0.89
3076.0,0.76,0.88,0.84
3077.0,0.76,0.91,0.9
3078.0,0.76,0.88,0.84
3079.0,0.76,0.89,0.89
3080.0,0.76,0.88,0.85
3081.0,0.76,0.89,0.88
3082.0,0.76,0.89,0.85
3083.0,0.76,0.9,0.88
3084.0,0.76,0.89,0.84
3085.0,0.76,0.9,0.88
3086.0,0.76,0.89,0.85
3087.0,0.76,0.89,0.87
3088.0,0.76,0.89,0.84
3089.0,0.76,0.9,0.88
3090.0,0.76,0.9,0.84
3091.0,0.76,0.9,0.87
3092.0,0.76,0.89,0.85
3093.0,0.76,0.9,0.88
3094.0,0.76,0.89,0.85
3095.0,0.76,0.9,0.87
3096.0,0.76,0.9,0.84
3097.0,0.76,0.89,0.88
3098.0,0.76,0.9,0.85
3099.0,0.76,0.91,0.88
3100.0,0.76,0.88,0.85
3101.0,0.76,0.9,0.87
3102.0,0.76,0.88,0.83
3103.0,0.76,0.9,0.89
3104.0,0.77,0.88,0.83
3105.0,0.76,0.9,0.88
3106.0,0.76,0.88,0.83
3107.0,0.76,0.9,0.89
3108.0,0.76,0.89,0.84
3109.0,0.76,0.89,0.88
3110.0,0.76,0.88,0.84
3111.0,0.76,0.89,0.88
3112.0,0.76,0.89,0.83
3113.0,0.76,0.89,0.89
3114.0,0.76,0.89,0.84
3115.0,0.76,0.89,0.88
3116.0,0.76,0.89,0.84
3117.0,0.76,0.89,0.88
3118.0,0.76,0.89,0.84
3119.0,0.76,0.89,0.88
3120.0,0.76,0.89,0.84
3121.0,0.76,0.89,0.88
3122.0,0.76,0.89,0.84
3123.0,0.76,0.89,0.89
3124.0,0.76,0.87,0.83
3125.0,0.76,0.9,0.89
3126.0,0.76,0.88,0.83
3127.0,0.76,0.9,0.88
3128.0,0.76,0.88,0.84
3129.0,0.76,0.9,0.88
3130.0,0.76,0.89,0.83
3131.0,0.76,0.9,0.89
3132.0,0.76,0.88,0.84
3133.0,0.76,0.9,0.88
3134.0,0.76,0.88,0.83
3135.0,0.76,0.89,0.89
3136.0,0.76,0.89,0.84
3137.0,0.76,0.89,0.88
3138.0,0.76,0.89,0.83
3139.0,0.76,0.9,0.89
3140.0,0.76,0.88,0.83
3141.0,0.76,0.9,0.89
3142.0,0.76,0.88,0.84
3143.0,0.76,0.89,0.89
3144.0,0.76,0.89,0.84
3145.0,0.76,0.89,0.88
3146.0,0.76,0.89,0.83
3147.0,0.76,0.89,0.88
3148.0,0.76,0.89,0.83
3149.0,0.76,0.89,0.89
3150.0,0.76,0.88,0.84
3151.0,0.76,0.9,0.88
3152.0,0.76,0.88,0.83
3153.0,0.76,0.9,0.87
3154.0,0.77,0.89,0.84
3155.0,0.77,0.89,0.88
3156.0,0.77,0.89,0.83
3157.0,0.77,0.89,0.88
3158.0,0.77,0.89,0.84
3159.0,0.77,0.89,0.87
3160.0,0.77,0.89,0.84
3161.0,0.77,0.89,0.88
3162.0,0.77,0.87,0.84
3163.0,0.77,0.9,0.88
3164.0,0.77,0.87,0.84
3165.0,0.77,0.9,0.87
3166.0,0.77,0.88,0.85
3167.0,0.77,0.89,0.87
3168.0,0.77,0.88,0.85
3169.0,0.77,0.89,0.87
3170.0,0.77,0.89,0.85
3171.0,0.77,0.88,0.88
3172.0,0.77,0.88,0.84
3173.0,0.77,0.89,0.87
3174.0,0.77,0.88,0.84
3175.0,0.77,0.89,0.88
3176.0,0.77,0.88,0.84
3177.0,0.77,0.89,0.88
3178.0,0.77,0.89,0.84
3179.0,0.77,0.89,0.89
3180.0,0.77,0.88,0.84
3181.0,0.77,0.89,0.88
3182.0,0.77,0.88,0.84
3183.0,0.77,0.9,0.89
3184.0,0.77,0.89,0.84
3185.0,0.77,0.9,0.88
3186.0,0.77,0.89,0.85
3187.0,0.77,0.9,0.88
3188.0,0.77,0.89,0.84
3189.0,0.77,0.9,0.88
3190.0,0.77,0.89,0.84
3191.0,0.77,0.9,0.88
3192.0,0.77,0.89,0.84
3193.0,0.77,0.9,0.87
3194.0,0.77,0.89,0.84
3195.0,0.77,0.9,0.88
3196.0,0.77,0.89,0.84
3197.0,0.77,0.89,0.87
3198.0,0.77,0.88,0.84
3199.0,0.77,0.9,0.87
3200.0,0.77,0.88,0.84
3201.0,0.77,0.9,0.88
3202.0,0.77,0.88,0.83
3203.0,0.77,0.89,0.88
3204.0,0.77,0.89,0.84
3205.0,0.77,0.88,0.88
3206.0,0.77,0.89,0.83
3207.0,0.77,0.88,0.87
3208.0,0.77,0.89,0.83
3209.0,0.77,0.88,0.88
3210.0,0.77,0.89,0.84
3211.0,0.77,0.88,0.87
3212.0,0.77,0.89,0.83
3213.0,0.77,0.88,0.88
3214.0,0.77,0.89,0.84
3215.0,0.77,0.89,0.88
3216.0,0.77,0.88,0.83
3217.0,0.77,0.89,0.88
3218.0,0.77,0.89,0.84
3219.0,0.77,0.88,0.88
3220.0,0.77,0.89,0.84
3221.0,0.77,0.89,0.87
3222.0,0.77,0.88,0.84
3223.0,0.77,0.89,0.87
3224.0,0.77,0.88,0.84
3225.0,0.77,0.89,0.87
3226.0,0.77,0.88,0.83
3227.0,0.77,0.89,0.88
3228.0,0.77,0.89,0.84
3229.0,0.77,0.89,0.89
3230.0,0.77,0.89,0.84
3231.0,0.77,0.89,0.88
3232.0,0.77,0.86,0.84
3233.0,0.77,0.9,0.87
3234.0,0.77,0.87,0.85
3235.0,0.77,0.89,0.87
3236.0,0.77,0.87,0.85
3237.0,0.77,0.89,0.87
3238.0,0.77,0.87,0.84
3239.0,0.77,0.89,0.87
3240.0,0.77,0.87,0.84
3241.0,0.77,0.89,0.87
3242.0,0.77,0.87,0.85
3243.0,0.77,0.89,0.88
3244.0,0.77,0.87,0.85
3245.0,0.77,0.89,0.87
3246.0,0.77,0.87,0.84
3247.0,0.77,0.89,0.88
3248.0,0.77,0.86,0.84
3249.0,0.77,0.9,0.88
3250.0,0.77,0.87,0.85
3251.0,0.77,0.88,0.87
3252.0,0.77,0.87,0.85
3253.0,0.77,0.9,0.87
3254.0,0.77,0.87,0.85
3255.0,0.77,0.89,0.87
3256.0,0.77,0.87,0.84
3257.0,0.77,0.9,0.88
3258.0,0.77,0.87,0.84
3259.0,0.77,0.9,0.87
3260.0,0.77,0.87,0.85
3261.0,0.77,0.9,0.87
3262.0,0.77,0.88,0.85
3263.0,0.77,0.9,0.88
3264.0,0.77,0.88,0.85
3265.0,0.77,0.9,0.87
3266.0,0.77,0.87,0.85
3267.0,0.77,0.9,0.87
3268.0,0.77,0.88,0.84
3269.0,0.77,0.89,0.89
3270.0,0.77,0.88,0.84
3271.0,0.77,0.89,0.88
3272.0,0.77,0.88,0.84
3273.0,0.77,0.89,0.88
3274.0,0.77,0.88,0.84
3275.0,0.77,0.89,0.88
3276.0,0.77,0.87,0.84
3277.0,0.77,0.9,0.89
3278.0,0.77,0.87,0.84
3279.0,0.77,0.9,0.88
3280.0,0.77,0.87,0.84
3281.0,0.77,0.9,0.88
3282.0,0.77,0.87,0.84
3283.0,0.77,0.9,0.87
3284.0,0.77,0.88,0.83
3285.0,0.77,0.89,0.87
3286.0,0.77,0.88,0.84
3287.0,0.77,0.89,0.87
3288.0,0.77,0.88,0.83
3289.0,0.77,0.89,0.88
3290.0,0.77,0.87,0.84
3291.0,0.77,0.89,0.87
3292.0,0.77,0.88,0.83
3293.0,0.77,0.89,0.88
3294.0,0.77,0.87,0.84
3295.0,0.77,0.9,0.87
3296.0,0.77,0.88,0.84
3297.0,0.77,0.9,0.87
3298.0,0.77,0.88,0.83
3299.0,0.77,0.89,0.87
3300.0,0.77,0.87,0.84
3301.0,0.77,0.9,0.88
3302.0,0.77,0.87,0.84
3303.0,0.77,0.9,0.88
3304.0,0.76,0.88,0.84
3305.0,0.76,0.89,0.87
3306.0,0.76,0.88,0.84
3307.0,0.76,0.89,0.87
3308.0,0.76,0.88,0.84
3309.0,0.76,0.89,0.87
3310.0,0.76,0.88,0.84
3311.0,0.76,0.89,0.87
3312.0,0.76,0.88,0.84
3313.0,0.76,0.89,0.87
3314.0,0.76,0.88,0.84
3315.0,0.76,0.89,0.87
3316.0,0.76,0.88,0.84
3317.0,0.76,0.9,0.87
3318.0,0.76,0.88,0.84
3319.0,0.76,0.9,0.87
3320.0,0.76,0.88,0.84
3321.0,0.76,0.89,0.87
3322.0,0.76,0.88,0.84
3323.0,0.76,0.9,0.87
3324.0,0.76,0.89,0.83
3325.0,0.76,0.9,0.87
3326.0,0.76,0.89,0.84
3327.0,0.76,0.89,0.87
3328.0,0.76,0.88,0.84
3329.0,0.76,0.9,0.87
3330.0,0.76,0.88,0.83
3331.0,0.76,0.9,0.88
3332.0,0.76,0.87,0.83
3333.0,0.76,0.9,0.88
3334.0,0.76,0.88,0.83
3335.0,0.76,0.91,0.88
3336.0,0.76,0.88,0.84
3337.0,0.76,0.9,0.87
3338.0,0.76,0.88,0.84
3339.0,0.76,0.91,0.88
3340.0,0.76,0.9,0.84
3341.0,0.76,0.9,0.87
3342.0,0.76,0.9,0.84
3343.0,0.76,0.9,0.87
3344.0,0.76,0.9,0.84
3345.0,0.76,0.89,0.87
3346.0,0.76,0.9,0.83
3347.0,0.76,0.89,0.88
3348.0,0.77,0.89,0.84
3349.0,0.77,0.9,0.87
3350.0,0.77,0.89,0.83
3351.0,0.77,0.9,0.87
3352.0,0.77,0.89,0.83
3353.0,0.77,0.9,0.87
3354.0,0.77,0.89,0.84
3355.0,0.77,0.9,0.87
3356.0,0.77,0.89,0.84
3357.0,0.77,0.9,0.87
3358.0,0.77,0.89,0.84
3359.0,0.77,0.89,0.87
3360.0,0.77,0.9,0.84
3361.0,0.77,0.9,0.87
3362.0,0.77,0.9,0.83
3363.0,0.77,0.89,0.88
3364.0,0.77,0.9,0.84
3365.0,0.77,0.89,0.87
3366.0,0.77,0.9,0.83
3367.0,0.77,0.89,0.88
3368.0,0.77,0.9,0.84
3369.0,0.77,0.89,0.87
3370.0,0.77,0.9,0.84
3371.0,0.77,0.9,0.87
3372.0,0.77,0.89,0.83
3373.0,0.77,0.9,0.87
3374.0,0.77,0.89,0.83
3375.0,0.77,0.9,0.88
3376.0,0.77,0.89,0.84
3377.0,0.77,0.9,0.88
3378.0,0.77,0.88,0.84
3379.0,0.77,0.91,0.88
3380.0,0.77,0.88,0.84
3381.0,0.77,0.91,0.87
3382.0,0.77,0.88,0.83
3383.0,0.77,0.91,0.87
3384.0,0.77,0.88,0.84
3385.0,0.77,0.91,0.88
3386.0,0.77,0.88,0.83
3387.0,0.77,0.91,0.88
3388.0,0.77,0.88,0.84
3389.0,0.77,0.91,0.88
3390.0,0.77,0.88,0.83
3391.0,0.77,0.91,0.87
3392.0,0.77,0.89,0.84
3393.0,0.77,0.91,0.87
3394.0,0.77,0.89,0.84
3395.0,0.77,0.91,0.88
3396.0,0.77,0.89,0.84
3397.0,0.77,0.91,0.88
3398.0,0.76,0.89,0.84
3399.0,0.76,0.91,0.87
3400.0,0.76,0.89,0.84
3401.0,0.76,0.91,0.87
3402.0,0.76,0.89,0.84
3403.0,0.76,0.91,0.87
3404.0,0.76,0.89,0.84
3405.0,0.76,0.9,0.87
3406.0,0.76,0.9,0.84
3407.0,0.76,0.9,0.88
3408.0,0.76,0.9,0.84
3409.0,0.76,0.9,0.87
3410.0,0.76,0.9,0.83
3411.0,0.76,0.9,0.88
3412.0,0.76,0.9,0.83
3413.0,0.76,0.9,0.87
3414.0,0.76,0.9,0.83
3415.0,0.76,0.9,0.88
3416.0,0.76,0.9,0.84
3417.0,0.76,0.9,0.87
3418.0,0.76,0.9,0.84
3419.0,0.76,0.9,0.87
3420.0,0.76,0.9,0.83
3421.0,0.76,0.9,0.88
3422.0,0.76,0.9,0.84
3423.0,0.76,0.9,0.87
3424.0,0.76,0.9,0.83
3425.0,0.76,0.9,0.88
3426.0,0.76,0.9,0.83
3427.0,0.76,0.9,0.87
3428.0,0.76,0.9,0.84
3429.0,0.76,0.9,0.87
3430.0,0.76,0.9,0.83
3431.0,0.76,0.9,0.88
3432.0,0.76,0.9,0.84
3433.0,0.76,0.9,0.87
3434.0,0.76,0.9,0.84
3435.0,0.76,0.9,0.88
3436.0,0.76,0.9,0.83
3437.0,0.76,0.9,0.87
3438.0,0.76,0.9,0.84
3439.0,0.76,0.9,0.87
3440.0,0.76,0.9,0.84
3441.0,0.76,0.9,0.87
3442.0,0.76,0.9,0.84
3443.0,0.76,0.9,0.87
3444.0,0.76,0.9,0.84
3445.0,0.76,0.89,0.87
3446.0,0.76,0.9,0.83
3447.0,0.76,0.89,0.87
3448.0,0.76,0.9,0.84
3449.0,0.76,0.89,0.87
3450.0,0.76,0.9,0.84
3451.0,0.76,0.89,0.87
3452.0,0.76,0.9,0.84
3453.0,0.76,0.89,0.87
3454.0,0.76,0.89,0.84
3455.0,0.76,0.9,0.87
3456.0,0.76,0.89,0.84
3457.0,0.76,0.9,0.87
3458.0,0.76,0.89,0.83
3459.0,0.76,0.9,0.88
3460.0,0.76,0.89,0.83
3461.0,0.76,0.9,0.87
3462.0,0.76,0.89,0.84
3463.0,0.76,0.9,0.87
3464.0,0.76,0.89,0.84
3465.0,0.76,0.9,0.87
3466.0,0.76,0.89,0.84
3467.0,0.76,0.9,0.87
3468.0,0.76,0.89,0.84
3469.0,0.76,0.9,0.87
3470.0,0.76,0.89,0.83
3471.0,0.76,0.91,0.88
3472.0,0.76,0.89,0.83
3473.0,0.76,0.91,0.87
3474.0,0.76,0.88,0.83
3475.0,0.76,0.92,0.87
3476.0,0.76,0.88,0.83
3477.0,0.76,0.91,0.88
3478.0,0.76,0.88,0.83
3479.0,0.76,0.91,0.88
3480.0,0.76,0.9,0.84
3481.0,0.76,0.9,0.87
3482.0,0.76,0.9,0.83
3483.0,0.76,0.9,0.88
3484.0,0.76,0.9,0.84
3485.0,0.76,0.9,0.87
3486.0,0.76,0.9,0.84
3487.0,0.76,0.9,0.88
3488.0,0.76,0.89,0.83
3489.0,0.76,0.9,0.88
3490.0,0.76,0.9,0.84
3491.0,0.76,0.9,0.87
3492.0,0.76,0.9,0.83
3493.0,0.76,0.9,0.88
3494.0,0.76,0.9,0.83
3495.0,0.76,0.9,0.88
3496.0,0.76,0.89,0.83
3497.0,0.76,0.91,0.88
3498.0,0.76,0.89,0.83
3499.0,0.76,0.91,0.88
3500.0,0.76,0.89,0.83
3501.0,0.76,0.91,0.87
3502.0,0.76,0.89,0.84
3503.0,0.76,0.9,0.87
3504.0,0.76,0.9,0.84
3505.0,0.76,0.91,0.87
3506.0,0.76,0.89,0.83
3507.0,0.76,0.91,0.88
3508.0,0.76,0.89,0.84
3509.0,0.76,0.89,0.87
3510.0,0.76,0.9,0.83
3511.0,0.77,0.89,0.88
3512.0,0.77,0.9,0.83
3513.0,0.77,0.89,0.87
3514.0,0.77,0.9,0.83
3515.0,0.77,0.89,0.88
3516.0,0.77,0.9,0.84
3517.0,0.77,0.89,0.87
3518.0,0.77,0.9,0.84
3519.0,0.77,0.89,0.88
3520.0,0.77,0.9,0.84
3521.0,0.77,0.89,0.88
3522.0,0.77,0.9,0.83
3523.0,0.77,0.89,0.88
3524.0,0.77,0.9,0.84
3525.0,0.77,0.89,0.88
3526.0,0.77,0.9,0.83
3527.0,0.76,0.89,0.88
3528.0,0.76,0.9,0.84
3529.0,0.76,0.9,0.87
3530.0,0.76,0.9,0.83
3531.0,0.76,0.89,0.88
3532.0,0.76,0.9,0.83
3533.0,0.76,0.9,0.88
3534.0,0.76,0.89,0.84
3535.0,0.76,0.89,0.88
3536.0,0.76,0.9,0.83
3537.0,0.76,0.9,0.87
3538.0,0.76,0.88,0.83
3539.0,0.76,0.9,0.88
3540.0,0.76,0.89,0.83
3541.0,0.76,0.9,0.87
3542.0,0.76,0.89,0.83
3543.0,0.76,0.9,0.88
3544.0,0.76,0.9,0.84
3545.0,0.76,0.9,0.87
3546.0,0.76,0.9,0.84
3547.0,0.76,0.9,0.87
3548.0,0.76,0.9,0.84
3549.0,0.76,0.9,0.87
3550.0,0.76,0.9,0.84
3551.0,0.76,0.91,0.87
3552.0,0.76,0.89,0.83
3553.0,0.76,0.91,0.87
3554.0,0.76,0.89,0.84
3555.0,0.76,0.91,0.87
3556.0,0.76,0.9,0.83
3557.0,0.76,0.91,0.88
3558.0,0.76,0.9,0.83
3559.0,0.76,0.91,0.88
3560.0,0.76,0.9,0.84
3561.0,0.76,0.91,0.88
3562.0,0.76,0.9,0.83
3563.0,0.76,0.91,0.89
3564.0,0.76,0.9,0.84
3565.0,0.76,0.91,0.87
3566.0,0.76,0.9,0.84
3567.0,0.76,0.91,0.89
3568.0,0.76,0.9,0.85
3569.0,0.76,0.91,0.88
3570.0,0.76,0.9,0.85
3571.0,0.76,0.91,0.88
3572.0,0.76,0.9,0.84
3573.0,0.76,0.91,0.89
3574.0,0.76,0.9,0.85
3575.0,0.76,0.91,0.89
3576.0,0.76,0.9,0.85
3577.0,0.76,0.91,0.88
3578.0,0.76,0.9,0.84
3579.0,0.77,0.91,0.89
3580.0,0.77,0.9,0.84
3581.0,0.77,0.91,0.88
3582.0,0.77,0.9,0.84
3583.0,0.77,0.91,0.89
3584.0,0.77,0.9,0.84
3585.0,0.77,0.91,0.89
3586.0,0.77,0.9,0.84
3587.0,0.77,0.91,0.89
3588.0,0.77,0.9,0.84
3589.0,0.77,0.91,0.88
3590.0,0.77,0.9,0.85
3591.0,0.77,0.91,0.88
3592.0,0.77,0.9,0.85
3593.0,0.77,0.91,0.89
3594.0,0.77,0.9,0.85
3595.0,0.77,0.91,0.88
3596.0,0.77,0.9,0.85
3597.0,0.77,0.91,0.89
3598.0,0.77,0.9,0.85
3599.0,0.77,0.91,0.88
3600.0,0.77,0.9,0.85
3601.0,0.77,0.91,0.88
3602.0,0.77,0.9,0.84
3603.0,0.77,0.91,0.89
3604.0,0.77,0.9,0.85
3605.0,0.77,0.91,0.88
3606.0,0.77,0.9,0.84
3607.0,0.77,0.91,0.88
3608.0,0.77,0.9,0.85
3609.0,0.77,0.91,0.89
3610.0,0.77,0.9,0.85
3611.0,0.77,0.91,0.88
3612.0,0.77,0.9,0.85
3613.0,0.77,0.91,0.89
3614.0,0.77,0.9,0.85
3615.0,0.77,0.91,0.89
3616.0,0.77,0.9,0.84
3617.0,0.77,0.91,0.89
3618.0,0.77,0.9,0.84
3619.0,0.77,0.91,0.88
3620.0,0.77,0.9,0.85
3621.0,0.77,0.91,0.88
3622.0,0.77,0.9,0.84
3623.0,0.77,0.91,0.89
3624.0,0.77,0.9,0.85
3625.0,0.77,0.92,0.88
3626.0,0.77,0.9,0.85
3627.0,0.77,0.92,0.88
3628.0,0.77,0.9,0.85
3629.0,0.77,0.92,0.88
3630.0,0.77,0.9,0.84
3631.0,0.77,0.92,0.88
3632.0,0.77,0.9,0.84
3633.0,0.77,0.92,0.89
3634.0,0.77,0.9,0.84
3635.0,0.77,0.92,0.89
3636.0,0.77,0.9,0.84
3637.0,0.77,0.92,0.88
3638.0,0.77,0.9,0.84
3639.0,0.77,0.92,0.89
3640.0,0.77,0.9,0.84
3641.0,0.77,0.92,0.89
3642.0,0.77,0.9,0.84
3643.0,0.77,0.92,0.88
3644.0,0.77,0.9,0.84
3645.0,0.77,0.92,0.88
3646.0,0.77,0.9,0.84
3647.0,0.77,0.92,0.89
3648.0,0.77,0.9,0.85
3649.0,0.77,0.92,0.88
3650.0,0.77,0.9,0.85
3651.0,0.77,0.92,0.88
3652.0,0.77,0.9,0.85
3653.0,0.77,0.92,0.88
3654.0,0.77,0.9,0.85
3655.0,0.77,0.92,0.88
3656.0,0.77,0.9,0.84
3657.0,0.77,0.92,0.88
3658.0,0.77,0.9,0.85
3659.0,0.77,0.92,0.88
3660.0,0.77,0.9,0.84
3661.0,0.77,0.92,0.88
3662.0,0.77,0.9,0.84
3663.0,0.77,0.92,0.89
3664.0,0.77,0.9,0.85
3665.0,0.77,0.91,0.88
3666.0,0.77,0.91,0.85
3667.0,0.77,0.91,0.89
3668.0,0.77,0.91,0.84
3669.0,0.77,0.91,0.88
3670.0,0.77,0.91,0.85
3671.0,0.77,0.9,0.88
3672.0,0.77,0.91,0.85
3673.0,0.77,0.9,0.88
3674.0,0.77,0.91,0.85
3675.0,0.77,0.9,0.88
3676.0,0.77,0.91,0.85
3677.0,0.77,0.9,0.89
3678.0,0.77,0.91,0.84
3679.0,0.77,0.91,0.89
3680.0,0.77,0.9,0.84
3681.0,0.77,0.91,0.89
3682.0,0.77,0.9,0.84
3683.0,0.77,0.91,0.89
3684.0,0.77,0.9,0.84
3685.0,0.77,0.91,0.89
3686.0,0.77,0.9,0.85
3687.0,0.77,0.91,0.88
3688.0,0.77,0.9,0.84
3689.0,0.77,0.9,0.89
3690.0,0.77,0.9,0.85
3691.0,0.77,0.9,0.88
3692.0,0.77,0.9,0.84
3693.0,0.77,0.91,0.89
3694.0,0.77,0.91,0.84
3695.0,0.77,0.91,0.89
3696.0,0.77,0.91,0.84
3697.0,0.77,0.91,0.89
3698.0,0.77,0.91,0.84
3699.0,0.77,0.91,0.89
3700.0,0.77,0.91,0.85
3701.0,0.77,0.91,0.88
3702.0,0.77,0.91,0.85
3703.0,0.77,0.91,0.88
3704.0,0.77,0.9,0.85
3705.0,0.77,0.91,0.88
3706.0,0.77,0.91,0.85
3707.0,0.77,0.92,0.88
3708.0,0.77,0.9,0.85
3709.0,0.77,0.92,0.88
3710.0,0.77,0.9,0.85
3711.0,0.77,0.91,0.89
3712.0,0.77,0.9,0.84
3713.0,0.77,0.91,0.89
3714.0,0.77,0.9,0.85
3715.0,0.77,0.91,0.89
3716.0,0.77,0.91,0.85
3717.0,0.77,0.9,0.88
3718.0,0.77,0.9,0.85
3719.0,0.77,0.9,0.89
3720.0,0.77,0.9,0.85
3721.0,0.77,0.9,0.88
3722.0,0.77,0.9,0.85
3723.0,0.77,0.9,0.88
3724.0,0.77,0.9,0.85
3725.0,0.77,0.9,0.88
3726.0,0.77,0.9,0.84
3727.0,0.77,0.9,0.89
3728.0,0.77,0.9,0.84
3729.0,0.77,0.9,0.89
3730.0,0.77,0.9,0.85
3731.0,0.77,0.9,0.88
3732.0,0.77,0.9,0.85
3733.0,0.77,0.9,0.88
3734.0,0.77,0.9,0.85
3735.0,0.77,0.9,0.89
3736.0,0.77,0.9,0.85
3737.0,0.77,0.9,0.88
3738.0,0.77,0.9,0.85
3739.0,0.77,0.9,0.89
3740.0,0.76,0.9,0.85
3741.0,0.76,0.9,0.89
3742.0,0.76,0.9,0.84
3743.0,0.76,0.91,0.88
3744.0,0.76,0.91,0.85
3745.0,0.76,0.9,0.89
3746.0,0.76,0.91,0.84
3747.0,0.76,0.9,0.89
3748.0,0.76,0.91,0.85
3749.0,0.76,0.9,0.89
3750.0,0.76,0.91,0.84
3751.0,0.76,0.91,0.89
3752.0,0.76,0.9,0.85
3753.0,0.76,0.91,0.88
3754.0,0.76,0.91,0.84
3755.0,0.76,0.9,0.88
3756.0,0.76,0.91,0.84
3757.0,0.76,0.9,0.88
3758.0,0.76,0.91,0.84
3759.0,0.76,0.9,0.88
3760.0,0.76,0.91,0.84
3761.0,0.76,0.9,0.89
3762.0,0.76,0.91,0.85
3763.0,0.76,0.91,0.88
3764.0,0.76,0.91,0.86
3765.0,0.76,0.9,0.88
3766.0,0.76,0.92,0.86
3767.0,0.76,0.9,0.88
3768.0,0.76,0.92,0.85
3769.0,0.76,0.9,0.89
3770.0,0.76,0.91,0.86
3771.0,0.76,0.91,0.88
3772.0,0.76,0.91,0.85
3773.0,0.76,0.92,0.89
3774.0,0.76,0.91,0.86
3775.0,0.76,0.91,0.89
3776.0,0.76,0.91,0.86
3777.0,0.76,0.91,0.88
3778.0,0.76,0.91,0.86
3779.0,0.76,0.92,0.88
3780.0,0.76,0.9,0.86
3781.0,0.76,0.92,0.89
