step,R1.0,R0.9,R0.8,R0.7,R0.6,R0.5
4928.0,0.75,0.95,0.85,0.81,0.82,0.7
4929.0,0.75,0.94,0.84,0.79,0.84,0.72
4930.0,0.75,0.95,0.86,0.81,0.82,0.72
4931.0,0.75,0.94,0.85,0.79,0.84,0.69
4932.0,0.76,0.95,0.85,0.81,0.83,0.7
4933.0,0.76,0.94,0.83,0.79,0.83,0.74
4934.0,0.76,0.95,0.86,0.81,0.83,0.71
4935.0,0.76,0.94,0.83,0.79,0.84,0.72
4936.0,0.76,0.95,0.85,0.81,0.83,0.71
4937.0,0.76,0.94,0.84,0.79,0.83,0.73
4938.0,0.76,0.95,0.86,0.81,0.82,0.71
4939.0,0.76,0.94,0.83,0.79,0.83,0.71
4940.0,0.76,0.95,0.86,0.81,0.83,0.69
4941.0,0.76,0.94,0.85,0.79,0.83,0.72
4942.0,0.76,0.95,0.84,0.81,0.83,0.71
4943.0,0.76,0.94,0.84,0.79,0.84,0.71
4944.0,0.76,0.95,0.84,0.81,0.82,0.73
4945.0,0.76,0.94,0.83,0.79,0.84,0.69
4946.0,0.76,0.95,0.86,0.81,0.82,0.71
4947.0,0.76,0.93,0.84,0.79,0.84,0.7
4948.0,0.76,0.95,0.86,0.81,0.82,0.7
4949.0,0.76,0.93,0.84,0.79,0.83,0.73
4950.0,0.76,0.95,0.84,0.81,0.83,0.69
4951.0,0.76,0.93,0.85,0.79,0.83,0.69
4952.0,0.76,0.95,0.85,0.81,0.83,0.69
4953.0,0.76,0.93,0.84,0.79,0.84,0.71
4954.0,0.76,0.95,0.85,0.81,0.82,0.72
4955.0,0.76,0.93,0.85,0.79,0.83,0.71
4956.0,0.76,0.95,0.85,0.81,0.83,0.7
4957.0,0.76,0.93,0.83,0.79,0.83,0.72
4958.0,0.76,0.95,0.86,0.81,0.83,0.73
4959.0,0.76,0.93,0.83,0.79,0.83,0.74
4960.0,0.76,0.95,0.85,0.81,0.82,0.72
4961.0,0.76,0.93,0.83,0.79,0.84,0.73
4962.0,0.76,0.95,0.86,0.81,0.83,0.71
4963.0,0.76,0.93,0.83,0.79,0.83,0.73
4964.0,0.76,0.95,0.86,0.81,0.83,0.7
4965.0,0.76,0.93,0.84,0.79,0.84,0.7
4966.0,0.76,0.95,0.85,0.81,0.83,0.72
4967.0,0.76,0.93,0.85,0.79,0.84,0.71
4968.0,0.76,0.95,0.84,0.81,0.82,0.69
4969.0,0.76,0.93,0.84,0.79,0.83,0.7
4970.0,0.76,0.95,0.86,0.81,0.83,0.72
4971.0,0.76,0.93,0.85,0.79,0.84,0.71
4972.0,0.76,0.95,0.84,0.81,0.83,0.71
4973.0,0.76,0.93,0.84,0.79,0.83,0.74
4974.0,0.76,0.95,0.85,0.81,0.82,0.71
4975.0,0.76,0.93,0.83,0.79,0.83,0.69
4976.0,0.76,0.95,0.86,0.81,0.83,0.7
4977.0,0.76,0.93,0.84,0.79,0.84,0.72
4978.0,0.76,0.95,0.85,0.81,0.82,0.7
4979.0,0.76,0.93,0.85,0.79,0.84,0.72
4980.0,0.76,0.95,0.84,0.81,0.82,0.7
4981.0,0.76,0.93,0.84,0.79,0.83,0.71
4982.0,0.76,0.95,0.84,0.81,0.83,0.71
4983.0,0.76,0.93,0.85,0.79,0.84,0.71
4984.0,0.76,0.95,0.84,0.81,0.82,0.72
4985.0,0.76,0.93,0.85,0.79,0.83,0.73
4986.0,0.76,0.95,0.84,0.81,0.83,0.71
4987.0,0.76,0.93,0.83,0.79,0.83,0.69
4988.0,0.76,0.95,0.84,0.81,0.83,0.7
4989.0,0.76,0.93,0.84,0.79,0.83,0.7
4990.0,0.76,0.95,0.85,0.81,0.83,0.71
4991.0,0.76,0.93,0.83,0.79,0.83,0.7
4992.0,0.76,0.95,0.86,0.81,0.83,0.7
4993.0,0.76,0.93,0.83,0.79,0.84,0.69
4994.0,0.76,0.94,0.85,0.81,0.82,0.7
4995.0,0.76,0.93,0.85,0.79,0.83,0.72
4996.0,0.76,0.94,0.85,0.81,0.83,0.72
4997.0,0.76,0.93,0.83,0.79,0.84,0.71
4998.0,0.76,0.94,0.85,0.81,0.82,0.72
4999.0,0.76,0.93,0.84,0.79,0.84,0.71
5000.0,0.76,0.94,0.86,0.81,0.83,0.71
5001.0,0.76,0.93,0.84,0.79,0.83,0.72
5002.0,0.76,0.94,0.84,0.81,0.83,0.73
5003.0,0.76,0.93,0.83,0.79,0.83,0.74
5004.0,0.76,0.94,0.84,0.81,0.82,0.7
5005.0,0.76,0.93,0.85,0.79,0.83,0.72
5006.0,0.76,0.94,0.84,0.81,0.83,0.71
5007.0,0.76,0.93,0.84,0.79,0.84,0.72
5008.0,0.76,0.94,0.86,0.81,0.82,0.71
5009.0,0.76,0.93,0.85,0.79,0.84,0.71
5010.0,0.76,0.94,0.86,0.81,0.82,0.72
5011.0,0.76,0.93,0.84,0.79,0.83,0.72
5012.0,0.76,0.94,0.85,0.81,0.83,0.73
5013.0,0.76,0.93,0.83,0.79,0.84,0.73
5014.0,0.76,0.94,0.85,0.81,0.83,0.7
5015.0,0.76,0.93,0.84,0.79,0.83,0.7
5016.0,0.75,0.94,0.86,0.81,0.82,0.74
5017.0,0.75,0.93,0.85,0.79,0.83,0.7
5018.0,0.75,0.94,0.85,0.81,0.83,0.69
5019.0,0.75,0.93,0.85,0.79,0.84,0.71
5020.0,0.75,0.94,0.85,0.81,0.82,0.71
5021.0,0.75,0.93,0.85,0.79,0.84,0.7
5022.0,0.75,0.94,0.84,0.81,0.82,0.72
5023.0,0.75,0.93,0.85,0.79,0.83,0.71
5024.0,0.75,0.94,0.85,0.81,0.83,0.72
5025.0,0.75,0.93,0.83,0.79,0.83,0.71
5026.0,0.75,0.94,0.86,0.81,0.83,0.68
5027.0,0.75,0.93,0.83,0.79,0.84,0.71
5028.0,0.75,0.94,0.86,0.81,0.82,0.72
5029.0,0.75,0.93,0.85,0.79,0.83,0.72
5030.0,0.75,0.94,0.86,0.81,0.83,0.73
5031.0,0.75,0.93,0.83,0.79,0.84,0.7
5032.0,0.75,0.94,0.85,0.81,0.82,0.72
5033.0,0.75,0.93,0.83,0.79,0.84,0.71
5034.0,0.75,0.94,0.86,0.81,0.83,0.7
5035.0,0.75,0.93,0.83,0.79,0.84,0.71
5036.0,0.75,0.94,0.86,0.81,0.82,0.72
5037.0,0.75,0.93,0.85,0.79,0.84,0.74
5038.0,0.75,0.94,0.84,0.81,0.83,0.7
5039.0,0.75,0.93,0.84,0.79,0.83,0.69
5040.0,0.75,0.94,0.86,0.81,0.83,0.72
5041.0,0.75,0.93,0.83,0.79,0.83,0.7
5042.0,0.75,0.94,0.86,0.81,0.83,0.7
5043.0,0.75,0.93,0.84,0.79,0.84,0.72
5044.0,0.75,0.94,0.86,0.81,0.82,0.71
5045.0,0.75,0.93,0.83,0.79,0.83,0.72
5046.0,0.75,0.94,0.86,0.81,0.83,0.71
5047.0,0.75,0.93,0.84,0.79,0.84,0.71
5048.0,0.75,0.94,0.86,0.81,0.82,0.68
5049.0,0.75,0.93,0.85,0.79,0.83,0.7
5050.0,0.75,0.94,0.85,0.81,0.83,0.73
5051.0,0.75,0.93,0.86,0.79,0.84,0.7
5052.0,0.75,0.94,0.84,0.81,0.83,0.73
5053.0,0.75,0.93,0.86,0.79,0.83,0.71
5054.0,0.75,0.94,0.84,0.81,0.83,0.72
5055.0,0.75,0.93,0.84,0.79,0.83,0.71
5056.0,0.75,0.94,0.86,0.81,0.83,0.71
5057.0,0.75,0.93,0.86,0.79,0.84,0.71
5058.0,0.75,0.94,0.84,0.81,0.82,0.72
5059.0,0.75,0.93,0.85,0.79,0.84,0.71
5060.0,0.75,0.94,0.85,0.81,0.82,0.71
5061.0,0.75,0.94,0.86,0.79,0.83,0.72
5062.0,0.75,0.94,0.85,0.81,0.83,0.69
5063.0,0.75,0.94,0.84,0.79,0.84,0.69
5064.0,0.75,0.94,0.85,0.81,0.82,0.73
5065.0,0.75,0.94,0.86,0.79,0.83,0.7
5066.0,0.75,0.94,0.86,0.81,0.82,0.69
5067.0,0.75,0.94,0.85,0.79,0.84,0.71
5068.0,0.75,0.94,0.85,0.81,0.83,0.72
5069.0,0.75,0.94,0.85,0.79,0.83,0.69
5070.0,0.75,0.94,0.86,0.81,0.83,0.7
5071.0,0.75,0.94,0.85,0.79,0.83,0.71
5072.0,0.75,0.94,0.86,0.81,0.83,0.71
5073.0,0.75,0.94,0.85,0.79,0.83,0.7
5074.0,0.75,0.94,0.86,0.81,0.82,0.71
5075.0,0.75,0.94,0.85,0.79,0.83,0.73
5076.0,0.75,0.94,0.86,0.81,0.83,0.72
5077.0,0.75,0.94,0.86,0.79,0.83,0.69
5078.0,0.75,0.94,0.85,0.81,0.82,0.71
5079.0,0.75,0.94,0.84,0.79,0.84,0.69
5080.0,0.75,0.94,0.87,0.81,0.82,0.72
5081.0,0.75,0.94,0.86,0.79,0.83,0.71
5082.0,0.75,0.94,0.86,0.81,0.83,0.71
5083.0,0.75,0.94,0.84,0.79,0.83,0.71
5084.0,0.75,0.94,0.87,0.81,0.83,0.7
5085.0,0.75,0.94,0.85,0.79,0.83,0.71
5086.0,0.75,0.94,0.86,0.81,0.83,0.72
5087.0,0.75,0.94,0.84,0.79,0.83,0.71
5088.0,0.75,0.94,0.86,0.81,0.83,0.7
5089.0,0.75,0.94,0.86,0.79,0.83,0.7
5090.0,0.75,0.94,0.85,0.81,0.83,0.69
5091.0,0.75,0.94,0.85,0.79,0.84,0.71
5092.0,0.75,0.94,0.85,0.81,0.82,0.69
5093.0,0.75,0.94,0.84,0.79,0.84,0.72
5094.0,0.75,0.94,0.87,0.81,0.82,0.72
5095.0,0.75,0.94,0.85,0.79,0.84,0.71
5096.0,0.75,0.94,0.85,0.81,0.82,0.69
5097.0,0.75,0.94,0.85,0.79,0.84,0.69
5098.0,0.75,0.94,0.87,0.81,0.82,0.72
5099.0,0.75,0.94,0.86,0.79,0.83,0.71
5100.0,0.75,0.94,0.85,0.81,0.82,0.69
5101.0,0.75,0.94,0.84,0.79,0.84,0.71
5102.0,0.75,0.94,0.86,0.81,0.82,0.71
5103.0,0.75,0.94,0.86,0.79,0.83,0.71
5104.0,0.75,0.94,0.86,0.81,0.83,0.69
5105.0,0.75,0.94,0.85,0.79,0.83,0.7
5106.0,0.75,0.94,0.86,0.81,0.83,0.72
5107.0,0.75,0.94,0.85,0.79,0.83,0.73
5108.0,0.75,0.94,0.86,0.81,0.83,0.7
5109.0,0.75,0.94,0.85,0.79,0.83,0.72
5110.0,0.75,0.94,0.86,0.81,0.83,0.69
5111.0,0.75,0.94,0.85,0.79,0.84,0.7
5112.0,0.75,0.94,0.85,0.81,0.82,0.71
5113.0,0.75,0.94,0.84,0.79,0.83,0.73
5114.0,0.75,0.94,0.86,0.81,0.82,0.69
5115.0,0.75,0.94,0.85,0.79,0.84,0.73
5116.0,0.75,0.94,0.86,0.81,0.82,0.7
5117.0,0.75,0.94,0.86,0.79,0.84,0.73
5118.0,0.75,0.94,0.85,0.81,0.82,0.73
5119.0,0.75,0.94,0.84,0.79,0.83,0.71
5120.0,0.75,0.94,0.85,0.81,0.83,0.73
5121.0,0.75,0.94,0.84,0.79,0.84,0.71
5122.0,0.75,0.94,0.86,0.81,0.82,0.71
5123.0,0.75,0.94,0.86,0.79,0.84,0.71
5124.0,0.75,0.94,0.85,0.81,0.82,0.68
5125.0,0.75,0.94,0.85,0.79,0.83,0.72
5126.0,0.75,0.94,0.87,0.81,0.83,0.7
5127.0,0.75,0.94,0.84,0.79,0.83,0.69
5128.0,0.75,0.94,0.85,0.81,0.82,0.73
5129.0,0.75,0.94,0.86,0.79,0.84,0.71
5130.0,0.75,0.94,0.86,0.81,0.82,0.7
5131.0,0.75,0.94,0.85,0.79,0.83,0.7
5132.0,0.75,0.94,0.85,0.81,0.83,0.72
5133.0,0.75,0.94,0.85,0.79,0.84,0.72
5134.0,0.75,0.94,0.85,0.81,0.83,0.69
5135.0,0.75,0.94,0.85,0.79,0.83,0.71
5136.0,0.75,0.94,0.86,0.81,0.83,0.72
5137.0,0.75,0.94,0.85,0.79,0.83,0.7
5138.0,0.75,0.94,0.87,0.81,0.82,0.71
5139.0,0.75,0.94,0.85,0.79,0.83,0.7
5140.0,0.75,0.94,0.85,0.81,0.82,0.71
5141.0,0.75,0.94,0.85,0.79,0.84,0.71
5142.0,0.75,0.94,0.86,0.81,0.82,0.7
5143.0,0.75,0.94,0.85,0.79,0.83,0.7
5144.0,0.75,0.94,0.86,0.81,0.83,0.7
5145.0,0.75,0.94,0.85,0.79,0.83,0.71
5146.0,0.75,0.94,0.85,0.81,0.83,0.71
5147.0,0.75,0.94,0.84,0.79,0.84,0.71
5148.0,0.75,0.94,0.87,0.81,0.82,0.7
5149.0,0.75,0.94,0.86,0.79,0.84,0.71
5150.0,0.75,0.94,0.86,0.81,0.82,0.7
5151.0,0.75,0.94,0.84,0.79,0.84,0.7
5152.0,0.75,0.94,0.87,0.81,0.82,0.72
5153.0,0.75,0.94,0.84,0.79,0.83,0.71
5154.0,0.75,0.94,0.87,0.81,0.83,0.71
5155.0,0.75,0.94,0.86,0.79,0.84,0.71
5156.0,0.75,0.94,0.86,0.81,0.82,0.7
5157.0,0.75,0.94,0.84,0.79,0.84,0.69
5158.0,0.75,0.94,0.87,0.81,0.83,0.72
5159.0,0.75,0.94,0.85,0.79,0.84,0.72
5160.0,0.75,0.94,0.87,0.81,0.83,0.7
5161.0,0.75,0.94,0.85,0.79,0.84,0.71
5162.0,0.75,0.94,0.86,0.81,0.82,0.7
5163.0,0.75,0.94,0.86,0.79,0.83,0.7
5164.0,0.75,0.94,0.86,0.81,0.83,0.73
5165.0,0.75,0.94,0.85,0.79,0.83,0.7
5166.0,0.75,0.94,0.86,0.81,0.83,0.71
5167.0,0.75,0.94,0.84,0.79,0.84,0.71
5168.0,0.75,0.94,0.87,0.81,0.82,0.72
5169.0,0.75,0.94,0.84,0.79,0.83,0.7
5170.0,0.75,0.94,0.87,0.81,0.82,0.72
5171.0,0.75,0.94,0.84,0.79,0.83,0.7
5172.0,0.75,0.94,0.87,0.81,0.82,0.71
5173.0,0.75,0.94,0.86,0.79,0.84,0.72
5174.0,0.75,0.94,0.85,0.81,0.82,0.68
5175.0,0.75,0.94,0.85,0.79,0.83,0.7
5176.0,0.75,0.94,0.86,0.81,0.82,0.71
5177.0,0.75,0.94,0.85,0.79,0.84,0.7
5178.0,0.75,0.94,0.87,0.81,0.82,0.69
5179.0,0.75,0.94,0.85,0.79,0.83,0.72
5180.0,0.75,0.94,0.87,0.81,0.83,0.7
5181.0,0.75,0.94,0.84,0.79,0.84,0.72
5182.0,0.75,0.94,0.87,0.81,0.82,0.7
5183.0,0.75,0.94,0.85,0.79,0.83,0.71
5184.0,0.75,0.94,0.86,0.81,0.83,0.7
5185.0,0.75,0.94,0.84,0.79,0.83,0.71
5186.0,0.75,0.94,0.85,0.81,0.82,0.69
5187.0,0.76,0.94,0.85,0.79,0.83,0.73
5188.0,0.75,0.94,0.86,0.81,0.83,0.69
5189.0,0.75,0.94,0.85,0.79,0.83,0.69
5190.0,0.75,0.94,0.86,0.81,0.83,0.73
5191.0,0.75,0.94,0.85,0.79,0.84,0.71
5192.0,0.75,0.94,0.86,0.81,0.82,0.7
5193.0,0.75,0.94,0.85,0.79,0.83,0.7
5194.0,0.75,0.94,0.85,0.81,0.83,0.71
5195.0,0.75,0.94,0.86,0.79,0.83,0.72
5196.0,0.75,0.94,0.86,0.81,0.83,0.69
5197.0,0.75,0.94,0.85,0.79,0.83,0.68
5198.0,0.75,0.94,0.86,0.81,0.83,0.71
5199.0,0.75,0.94,0.84,0.79,0.84,0.69
5200.0,0.75,0.94,0.86,0.81,0.83,0.71
5201.0,0.75,0.94,0.86,0.79,0.83,0.71
5202.0,0.75,0.94,0.86,0.81,0.83,0.71
5203.0,0.75,0.94,0.85,0.79,0.84,0.71
5204.0,0.75,0.94,0.86,0.81,0.83,0.73
5205.0,0.75,0.94,0.85,0.79,0.83,0.7
5206.0,0.75,0.94,0.86,0.81,0.83,0.72
5207.0,0.75,0.94,0.85,0.79,0.84,0.72
5208.0,0.75,0.94,0.87,0.81,0.82,0.72
5209.0,0.75,0.94,0.85,0.79,0.83,0.7
5210.0,0.75,0.94,0.86,0.81,0.83,0.72
5211.0,0.75,0.94,0.85,0.79,0.84,0.7
5212.0,0.75,0.94,0.86,0.81,0.82,0.7
5213.0,0.75,0.94,0.85,0.79,0.83,0.69
5214.0,0.75,0.94,0.85,0.81,0.83,0.72
5215.0,0.75,0.94,0.85,0.79,0.83,0.71
5216.0,0.75,0.94,0.87,0.81,0.83,0.71
5217.0,0.75,0.94,0.85,0.79,0.83,0.72
5218.0,0.75,0.94,0.87,0.81,0.83,0.72
5219.0,0.75,0.94,0.85,0.79,0.84,0.71
5220.0,0.75,0.94,0.86,0.81,0.83,0.72
5221.0,0.75,0.94,0.84,0.79,0.84,0.71
5222.0,0.75,0.94,0.87,0.81,0.82,0.71
5223.0,0.75,0.94,0.86,0.79,0.84,0.71
5224.0,0.75,0.94,0.86,0.81,0.83,0.7
5225.0,0.75,0.94,0.84,0.79,0.83,0.71
5226.0,0.75,0.94,0.87,0.81,0.83,0.71
5227.0,0.75,0.93,0.86,0.79,0.84,0.72
5228.0,0.75,0.95,0.87,0.81,0.82,0.71
5229.0,0.75,0.93,0.85,0.79,0.84,0.69
5230.0,0.75,0.95,0.87,0.81,0.82,0.69
5231.0,0.75,0.94,0.86,0.79,0.84,0.72
5232.0,0.75,0.95,0.86,0.81,0.83,0.7
5233.0,0.75,0.93,0.85,0.79,0.84,0.71
5234.0,0.75,0.95,0.86,0.81,0.82,0.71
5235.0,0.75,0.93,0.84,0.79,0.84,0.71
5236.0,0.75,0.95,0.87,0.81,0.82,0.73
5237.0,0.75,0.93,0.84,0.79,0.83,0.7
5238.0,0.75,0.94,0.87,0.81,0.82,0.72
5239.0,0.75,0.94,0.84,0.79,0.84,0.7
5240.0,0.75,0.95,0.87,0.81,0.82,0.74
5241.0,0.75,0.93,0.84,0.79,0.83,0.71
5242.0,0.75,0.95,0.85,0.81,0.82,0.73
5243.0,0.75,0.93,0.86,0.79,0.84,0.73
5244.0,0.75,0.95,0.85,0.81,0.82,0.72
5245.0,0.75,0.93,0.85,0.79,0.83,0.7
5246.0,0.75,0.95,0.85,0.81,0.83,0.71
5247.0,0.75,0.93,0.85,0.79,0.84,0.72
5248.0,0.75,0.95,0.86,0.81,0.82,0.72
5249.0,0.75,0.93,0.86,0.79,0.83,0.73
5250.0,0.75,0.95,0.87,0.81,0.82,0.71
5251.0,0.75,0.93,0.84,0.79,0.83,0.72
5252.0,0.75,0.94,0.86,0.81,0.82,0.71
5253.0,0.75,0.94,0.84,0.79,0.83,0.72
5254.0,0.75,0.95,0.86,0.81,0.83,0.71
5255.0,0.75,0.94,0.84,0.79,0.83,0.69
5256.0,0.75,0.95,0.87,0.81,0.83,0.72
5257.0,0.75,0.94,0.86,0.79,0.83,0.7
5258.0,0.75,0.94,0.86,0.81,0.83,0.69
5259.0,0.75,0.94,0.85,0.79,0.83,0.71
5260.0,0.75,0.94,0.86,0.81,0.83,0.71
5261.0,0.75,0.94,0.84,0.79,0.84,0.69
5262.0,0.75,0.95,0.87,0.81,0.83,0.72
5263.0,0.75,0.93,0.85,0.79,0.84,0.71
5264.0,0.75,0.95,0.85,0.81,0.82,0.7
5265.0,0.75,0.93,0.84,0.79,0.84,0.7
5266.0,0.75,0.94,0.87,0.81,0.82,0.72
5267.0,0.75,0.94,0.85,0.79,0.83,0.71
5268.0,0.75,0.94,0.85,0.81,0.83,0.71
5269.0,0.75,0.93,0.84,0.79,0.84,0.72
5270.0,0.75,0.94,0.86,0.81,0.83,0.71
5271.0,0.75,0.94,0.85,0.79,0.84,0.7
5272.0,0.75,0.95,0.86,0.81,0.82,0.7
5273.0,0.75,0.93,0.86,0.79,0.83,0.7
5274.0,0.75,0.94,0.86,0.81,0.83,0.71
5275.0,0.75,0.93,0.85,0.79,0.83,0.71
5276.0,0.75,0.94,0.86,0.81,0.82,0.69
5277.0,0.76,0.94,0.84,0.79,0.84,0.73
5278.0,0.76,0.94,0.87,0.81,0.82,0.71
5279.0,0.76,0.94,0.84,0.79,0.83,0.72
5280.0,0.76,0.94,0.87,0.81,0.83,0.73
5281.0,0.76,0.94,0.85,0.79,0.84,0.7
5282.0,0.76,0.95,0.86,0.81,0.82,0.73
5283.0,0.76,0.93,0.86,0.79,0.84,0.71
5284.0,0.76,0.95,0.85,0.81,0.82,0.72
5285.0,0.76,0.93,0.85,0.79,0.84,0.69
5286.0,0.76,0.94,0.86,0.81,0.83,0.72
5287.0,0.76,0.94,0.85,0.79,0.84,0.71
5288.0,0.76,0.94,0.86,0.81,0.82,0.73
5289.0,0.76,0.94,0.85,0.79,0.83,0.71
5290.0,0.76,0.95,0.86,0.81,0.83,0.71
5291.0,0.76,0.93,0.85,0.79,0.84,0.71
5292.0,0.76,0.94,0.87,0.81,0.82,0.71
5293.0,0.76,0.93,0.85,0.79,0.84,0.73
5294.0,0.76,0.95,0.86,0.81,0.82,0.7
5295.0,0.76,0.93,0.85,0.79,0.84,0.71
5296.0,0.76,0.95,0.86,0.81,0.82,0.71
5297.0,0.76,0.93,0.84,0.79,0.83,0.71
5298.0,0.76,0.95,0.85,0.81,0.83,0.71
5299.0,0.76,0.93,0.84,0.79,0.84,0.71
5300.0,0.76,0.95,0.86,0.81,0.82,0.69
5301.0,0.76,0.93,0.85,0.79,0.83,0.72
5302.0,0.76,0.95,0.86,0.81,0.83,0.7
5303.0,0.76,0.93,0.86,0.79,0.83,0.7
5304.0,0.76,0.95,0.85,0.81,0.83,0.69
5305.0,0.76,0.93,0.86,0.79,0.84,0.71
5306.0,0.76,0.95,0.86,0.81,0.82,0.72
5307.0,0.76,0.93,0.84,0.79,0.84,0.72
5308.0,0.76,0.95,0.86,0.81,0.82,0.71
5309.0,0.76,0.93,0.84,0.79,0.83,0.71
5310.0,0.76,0.95,0.87,0.81,0.83,0.7
5311.0,0.76,0.93,0.84,0.79,0.84,0.71
5312.0,0.76,0.95,0.87,0.81,0.83,0.72
5313.0,0.76,0.93,0.86,0.79,0.84,0.72
5314.0,0.76,0.95,0.85,0.81,0.83,0.71
5315.0,0.76,0.93,0.86,0.79,0.84,0.7
5316.0,0.76,0.95,0.86,0.81,0.82,0.74
5317.0,0.76,0.93,0.85,0.79,0.84,0.71
5318.0,0.76,0.95,0.86,0.81,0.83,0.7
5319.0,0.76,0.93,0.85,0.79,0.84,0.7
5320.0,0.76,0.95,0.85,0.81,0.82,0.72
5321.0,0.76,0.93,0.85,0.79,0.83,0.72
5322.0,0.76,0.95,0.87,0.81,0.83,0.7
5323.0,0.76,0.93,0.85,0.79,0.83,0.72
5324.0,0.76,0.94,0.86,0.81,0.83,0.73
5325.0,0.76,0.93,0.84,0.79,0.83,0.71
5326.0,0.76,0.94,0.86,0.81,0.83,0.7
5327.0,0.76,0.93,0.85,0.79,0.83,0.7
5328.0,0.76,0.94,0.86,0.81,0.83,0.73
5329.0,0.76,0.93,0.86,0.79,0.83,0.71
5330.0,0.76,0.94,0.86,0.81,0.83,0.7
5331.0,0.76,0.93,0.85,0.79,0.84,0.7
5332.0,0.76,0.94,0.87,0.81,0.82,0.72
5333.0,0.76,0.93,0.85,0.79,0.84,0.71
5334.0,0.76,0.94,0.86,0.81,0.83,0.71
5335.0,0.76,0.93,0.85,0.79,0.84,0.72
5336.0,0.76,0.94,0.85,0.81,0.82,0.71
5337.0,0.76,0.93,0.84,0.79,0.84,0.7
5338.0,0.76,0.94,0.85,0.81,0.83,0.7
5339.0,0.76,0.93,0.85,0.79,0.83,0.72
5340.0,0.76,0.94,0.87,0.81,0.83,0.71
5341.0,0.76,0.93,0.85,0.79,0.84,0.72
5342.0,0.76,0.94,0.86,0.81,0.82,0.71
5343.0,0.76,0.93,0.86,0.79,0.83,0.72
5344.0,0.76,0.95,0.85,0.81,0.83,0.72
5345.0,0.76,0.93,0.86,0.79,0.84,0.72
5346.0,0.76,0.95,0.85,0.81,0.83,0.72
5347.0,0.76,0.93,0.84,0.79,0.83,0.73
5348.0,0.76,0.95,0.87,0.81,0.83,0.72
5349.0,0.76,0.93,0.85,0.79,0.84,0.71
5350.0,0.76,0.95,0.85,0.81,0.82,0.71
5351.0,0.76,0.93,0.85,0.79,0.83,0.74
5352.0,0.76,0.95,0.87,0.81,0.82,0.73
5353.0,0.76,0.93,0.85,0.79,0.84,0.72
5354.0,0.76,0.95,0.87,0.81,0.82,0.72
5355.0,0.76,0.93,0.86,0.79,0.84,0.69
5356.0,0.76,0.95,0.85,0.81,0.82,0.69
5357.0,0.76,0.93,0.85,0.79,0.83,0.7
5358.0,0.76,0.95,0.86,0.81,0.83,0.73
5359.0,0.76,0.93,0.84,0.79,0.84,0.72
5360.0,0.76,0.95,0.87,0.81,0.82,0.71
5361.0,0.76,0.93,0.85,0.79,0.83,0.7
5362.0,0.76,0.95,0.87,0.81,0.83,0.69
5363.0,0.76,0.93,0.85,0.79,0.84,0.72
5364.0,0.76,0.95,0.86,0.81,0.83,0.7
5365.0,0.76,0.93,0.84,0.79,0.83,0.7
5366.0,0.76,0.95,0.86,0.81,0.82,0.71
5367.0,0.76,0.93,0.84,0.79,0.83,0.71
5368.0,0.76,0.95,0.87,0.81,0.83,0.69
5369.0,0.76,0.93,0.85,0.79,0.83,0.73
5370.0,0.76,0.95,0.86,0.81,0.83,0.69
5371.0,0.76,0.93,0.86,0.79,0.83,0.69
5372.0,0.76,0.95,0.85,0.81,0.82,0.7
5373.0,0.76,0.93,0.85,0.79,0.83,0.71
5374.0,0.76,0.95,0.85,0.81,0.82,0.72
5375.0,0.76,0.93,0.85,0.79,0.84,0.71
5376.0,0.76,0.95,0.86,0.81,0.82,0.73
5377.0,0.76,0.93,0.85,0.79,0.83,0.7
5378.0,0.76,0.95,0.87,0.81,0.83,0.7
5379.0,0.76,0.93,0.85,0.79,0.83,0.71
5380.0,0.76,0.95,0.86,0.81,0.82,0.69
5381.0,0.76,0.93,0.85,0.79,0.84,0.71
5382.0,0.76,0.95,0.85,0.81,0.82,0.72
5383.0,0.76,0.93,0.85,0.79,0.83,0.71
5384.0,0.76,0.95,0.86,0.81,0.83,0.7
5385.0,0.76,0.93,0.84,0.79,0.83,0.72
5386.0,0.76,0.95,0.86,0.81,0.83,0.7
5387.0,0.76,0.93,0.85,0.79,0.84,0.69
5388.0,0.76,0.95,0.86,0.81,0.82,0.72
5389.0,0.76,0.93,0.84,0.79,0.83,0.73
5390.0,0.76,0.95,0.87,0.81,0.83,0.71
5391.0,0.76,0.93,0.86,0.79,0.83,0.72
5392.0,0.76,0.95,0.86,0.81,0.83,0.72
5393.0,0.76,0.93,0.86,0.79,0.83,0.7
5394.0,0.76,0.95,0.85,0.81,0.82,0.71
5395.0,0.76,0.93,0.85,0.79,0.83,0.73
5396.0,0.76,0.95,0.86,0.81,0.83,0.69
5397.0,0.76,0.93,0.85,0.79,0.83,0.72
5398.0,0.76,0.95,0.85,0.81,0.83,0.71
5399.0,0.76,0.93,0.85,0.79,0.83,0.71
5400.0,0.76,0.95,0.87,0.81,0.83,0.72
5401.0,0.76,0.93,0.85,0.79,0.83,0.72
5402.0,0.76,0.95,0.85,0.81,0.83,0.72
5403.0,0.76,0.93,0.85,0.79,0.83,0.72
5404.0,0.76,0.95,0.86,0.81,0.83,0.73
5405.0,0.76,0.93,0.85,0.79,0.83,0.72
5406.0,0.76,0.95,0.86,0.81,0.83,0.71
5407.0,0.76,0.93,0.86,0.79,0.84,0.7
5408.0,0.76,0.95,0.85,0.81,0.83,0.72
